session_id,date,model,trim,device,utm_source,utm_medium,utm_campaign,duration_sec,steps_completed,completed,lead_submitted,market
CFG007481,2025-10-19,DEEPAL S07,Pure,mobile,organic,display,organic,30,3,False,False,GB
CFG007482,2025-10-19,DEEPAL S07,Design,desktop,organic,cpc,GOOG_GB_AVATR12_GDN_CONFIGURATOR_USERS_20250915,106,1,False,False,GB
CFG007483,2025-10-19,DEEPAL S07,Pure,mobile,linkedin,cpc,organic,519,3,False,False,GB
CFG007484,2025-10-19,DEEPAL S07,Pure,desktop,linkedin,display,organic,194,1,False,False,GB
CFG007485,2025-10-19,DEEPAL S07,Pure,mobile,meta,cpc,organic,215,6,True,False,GB
CFG007486,2025-10-19,DEEPAL S07,Intelligence,mobile,meta,email,organic,300,2,False,False,GB
CFG007487,2025-10-19,AVATR 11,Executive Plus,desktop,tiktok,email,META_GB_S07_AWR_CONFIGURATOR_USERS_20250126,71,2,False,False,GB
CFG007488,2025-10-19,DEEPAL S07,Intelligence,mobile,google,display,TT_GB_S07_AWR_DEALER_LOCATOR_20250126,119,1,False,False,GB
CFG007489,2025-10-19,DEEPAL S07,Design,desktop,tiktok,cpc,organic,809,5,False,False,FR
CFG007490,2025-10-19,DEEPAL S07,Design,desktop,direct,display,organic,104,7,False,False,GB
CFG007491,2025-10-19,DEEPAL S07,Design,mobile,direct,cpc,META_GB_S07_AWR_FLEET_MANAGERS_20250124,87,2,False,False,GB
CFG007492,2025-10-19,AVATR 12,Performance,desktop,direct,cpc,TT_GB_S07_AWR_COMPARISON_20250525,79,7,True,False,FR
CFG007493,2025-10-19,DEEPAL S07,Intelligence,mobile,organic,referral,META_GB_S07_AWR_ECO_CONSCIOUS_20250227,47,6,False,False,GB
CFG007494,2025-10-19,DEEPAL S07,Design,desktop,meta,display,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251012,175,4,False,False,GB
CFG007495,2025-10-19,DEEPAL S07,Intelligence,tablet,meta,social,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250724,79,6,True,False,DE
CFG007496,2025-10-19,DEEPAL S07,Intelligence,desktop,tiktok,referral,organic,211,6,False,False,GB
CFG007497,2025-10-19,DEEPAL S07,Intelligence,mobile,google,referral,organic,173,1,False,False,GB
CFG007498,2025-10-19,AVATR 12,Performance,desktop,organic,display,organic,57,6,False,False,DE
CFG007499,2025-10-19,DEEPAL S07,Intelligence,desktop,organic,cpc,GOOG_GB_AVATR12_SRC_GEN_20250915,175,6,False,False,GB
CFG007500,2025-10-19,DEEPAL S07,Design,desktop,google,cpc,META_GB_S07_AWR_LUXURY_LIFESTYLE_20251018,57,7,False,False,DE
CFG007501,2025-10-19,AVATR 12,Performance,desktop,direct,email,organic,293,7,False,False,GB
CFG007502,2025-10-19,DEEPAL S07,Design,desktop,tiktok,display,META_GB_AVATR12_CON_FAMILY_BUYERS_20251004,84,5,False,False,FR
CFG007503,2025-10-19,DEEPAL S07,Intelligence,tablet,linkedin,cpc,organic,298,3,False,False,DE
CFG007504,2025-10-19,AVATR 12,Performance,desktop,organic,email,organic,77,3,False,False,GB
CFG007505,2025-10-19,DEEPAL S07,Design,desktop,meta,email,META_GB_S07_AWR_PREMIUM_AUTO_20250623,61,7,False,False,FR
CFG007506,2025-10-19,DEEPAL S07,Pure,desktop,tiktok,referral,organic,380,5,False,False,GB
CFG007507,2025-10-19,AVATR 12,Long Range,tablet,tiktok,organic,organic,218,5,True,False,DE
CFG007508,2025-10-19,DEEPAL S07,Pure,desktop,google,cpc,organic,72,6,True,False,GB
CFG007509,2025-10-19,DEEPAL S07,Pure,mobile,meta,cpc,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250730,116,6,False,False,DE
CFG007510,2025-10-19,AVATR 11,Executive Plus,desktop,linkedin,cpc,META_GB_S07_AWR_SITE_VISITORS_20250410,336,4,False,False,GB
CFG007511,2025-10-19,DEEPAL S07,Design,desktop,tiktok,cpc,META_GB_AVATR12_CON_CONQUEST_TESLA_20251006,226,1,False,False,FR
CFG007512,2025-10-19,AVATR 12,Long Range,mobile,direct,email,META_GB_S07_AWR_ECO_CONSCIOUS_20251007,226,6,True,False,GB
CFG007513,2025-10-19,DEEPAL S07,Design,mobile,google,referral,organic,238,6,True,False,FR
CFG007514,2025-10-19,DEEPAL S07,Design,desktop,meta,cpc,organic,354,6,False,False,GB
CFG007515,2025-10-19,DEEPAL S07,Design,desktop,organic,organic,META_GB_S07_AWR_FLEET_MANAGERS_20250214,31,7,False,False,GB
CFG007516,2025-10-19,DEEPAL S07,Design,desktop,direct,display,META_GB_S07_RTG_FAMILY_BUYERS_20251005,773,3,False,False,DE
CFG007517,2025-10-19,AVATR 12,Long Range,desktop,direct,display,TT_GB_S07_AWR_PRICE_REVEAL_20250330,62,2,False,False,DE
CFG007518,2025-10-19,AVATR 12,Long Range,mobile,direct,referral,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250110,251,6,True,False,GB
CFG007519,2025-10-19,DEEPAL S07,Pure,desktop,google,social,META_GB_S07_AWR_PREMIUM_AUTO_20250609,189,7,True,False,GB
CFG007520,2025-10-19,AVATR 12,Long Range,desktop,organic,organic,META_GB_AVATR11_CON_LOOKALIKE_CONVERTERS_20251007,451,4,False,False,GB
CFG007521,2025-10-19,DEEPAL S07,Pure,desktop,google,email,GOOG_GB_AVATR11_GDN_CONQUEST_AUDI_20251010,548,7,False,False,GB
CFG007522,2025-10-19,AVATR 11,Executive,mobile,linkedin,organic,GOOG_GB_S07_SRC_BRAND_20250211,39,2,False,False,GB
CFG007523,2025-10-19,AVATR 12,Performance,mobile,tiktok,referral,META_GB_S07_AWR_CONQUEST_AUDI_20250211,35,4,False,False,DE
CFG007524,2025-10-19,DEEPAL S07,Pure,mobile,organic,referral,TT_GB_S07_AWR_RESERVATION_CTA_20250822,35,1,False,False,GB
CFG007525,2025-10-19,DEEPAL S07,Design,tablet,linkedin,referral,META_GB_S07_AWR_CONQUEST_AUDI_20250702,139,5,False,False,GB
CFG007526,2025-10-19,DEEPAL S07,Intelligence,desktop,tiktok,cpc,META_GB_AVATR12_RTG_FAMILY_BUYERS_20251016,98,6,True,False,GB
CFG007527,2025-10-19,DEEPAL S07,Intelligence,desktop,google,display,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251010,46,6,True,True,GB
CFG007528,2025-10-19,DEEPAL S07,Design,mobile,meta,referral,organic,111,6,True,False,GB
CFG007529,2025-10-19,DEEPAL S07,Design,tablet,linkedin,cpc,organic,112,6,False,False,GB
CFG007530,2025-10-19,AVATR 12,Performance,tablet,direct,email,organic,226,3,False,False,DE
CFG007531,2025-10-19,DEEPAL S07,Pure,mobile,direct,display,organic,56,1,False,False,GB
CFG007532,2025-10-19,DEEPAL S07,Design,desktop,tiktok,email,GOOG_GB_S07_SRC_BRAND_20250126,133,7,False,False,FR
CFG007533,2025-10-19,AVATR 11,Executive Plus,mobile,linkedin,social,organic,516,5,False,False,GB
CFG007534,2025-10-19,DEEPAL S07,Design,mobile,google,social,organic,182,2,False,False,GB
CFG007535,2025-10-19,AVATR 12,Long Range,desktop,linkedin,referral,organic,61,1,False,False,FR
CFG007536,2025-10-19,AVATR 12,Long Range,mobile,meta,organic,organic,364,4,False,False,GB
CFG007537,2025-10-19,DEEPAL S07,Design,desktop,tiktok,organic,organic,563,1,False,False,GB
CFG007538,2025-10-19,DEEPAL S07,Design,mobile,organic,organic,organic,103,6,False,False,GB
CFG007539,2025-10-19,AVATR 11,Executive,desktop,meta,organic,META_GB_S07_AWR_EV_INTENDERS_20250101,217,4,False,False,GB
CFG007540,2025-10-19,DEEPAL S07,Intelligence,mobile,organic,cpc,GOOG_GB_AVATR11_GDN_ECO_CONSCIOUS_20251011,179,6,True,False,FR
CFG007541,2025-10-19,DEEPAL S07,Design,mobile,direct,organic,META_GB_S07_AWR_FLEET_MANAGERS_20250915,44,2,False,False,GB
CFG007542,2025-10-19,DEEPAL S07,Intelligence,mobile,linkedin,display,organic,94,5,False,False,DE
CFG007543,2025-10-19,DEEPAL S07,Design,mobile,google,display,TT_GB_S07_AWR_PRODUCT_FEATURES_20250421,85,3,False,False,GB
CFG007544,2025-10-19,DEEPAL S07,Design,desktop,linkedin,email,TT_GB_AVATR12_CVR_PRICE_REVEAL_20250926,307,2,False,False,FR
CFG007545,2025-10-19,DEEPAL S07,Intelligence,desktop,meta,referral,TT_GB_S07_AWR_AWARD_WINNER_20250119,290,7,True,False,GB
CFG007546,2025-10-19,DEEPAL S07,Pure,mobile,meta,social,organic,351,5,False,False,GB
CFG007547,2025-10-19,DEEPAL S07,Design,desktop,direct,display,organic,202,4,False,False,GB
CFG007548,2025-10-19,DEEPAL S07,Intelligence,mobile,tiktok,social,organic,304,4,False,False,GB
CFG007549,2025-10-19,DEEPAL S07,Pure,mobile,tiktok,social,organic,78,6,True,True,GB
CFG007550,2025-10-19,AVATR 11,Executive Plus,mobile,direct,referral,organic,63,2,False,False,DE
CFG007551,2025-10-19,AVATR 12,Performance,mobile,direct,email,GOOG_GB_AVATR12_GDN_LUXURY_LIFESTYLE_20250917,342,7,False,False,GB
CFG007552,2025-10-19,DEEPAL S07,Design,tablet,organic,cpc,TT_GB_S07_AWR_HERO_LAUNCH_20250110,136,7,False,False,GB
CFG007553,2025-10-19,DEEPAL S07,Pure,mobile,linkedin,email,META_GB_S07_AWR_TECH_ENTHUSIASTS_20250922,105,3,False,False,GB
CFG007554,2025-10-19,DEEPAL S07,Intelligence,desktop,google,referral,TT_GB_S07_AWR_RESERVATION_CTA_20250514,369,6,True,False,DE
CFG007555,2025-10-19,DEEPAL S07,Pure,desktop,google,organic,TT_GB_S07_AWR_AWARD_WINNER_20250428,81,6,False,False,GB
CFG007556,2025-10-19,DEEPAL S07,Design,desktop,organic,social,META_GB_S07_AWR_CONFIGURATOR_USERS_20250629,26,6,True,False,GB
CFG007557,2025-10-19,AVATR 11,Executive Plus,desktop,meta,organic,organic,743,6,True,False,GB
CFG007558,2025-10-19,AVATR 11,Executive Plus,desktop,organic,cpc,organic,1047,1,False,False,GB
CFG007559,2025-10-19,AVATR 12,Performance,mobile,direct,email,TT_GB_S07_AWR_COMPARISON_20250401,32,5,True,False,DE
CFG007560,2025-10-19,DEEPAL S07,Design,tablet,meta,email,TT_GB_S07_AWR_RESERVATION_CTA_20250817,125,5,False,False,GB
CFG007561,2025-10-19,AVATR 12,Performance,mobile,meta,display,META_GB_S07_AWR_ECO_CONSCIOUS_20250917,445,6,True,False,DE
CFG007562,2025-10-19,DEEPAL S07,Intelligence,mobile,tiktok,social,META_GB_S07_AWR_FAMILY_BUYERS_20250321,183,7,False,False,DE
CFG007563,2025-10-19,AVATR 12,Long Range,mobile,google,referral,organic,79,5,True,False,GB
CFG007564,2025-10-19,DEEPAL S07,Pure,desktop,linkedin,organic,organic,238,7,True,False,GB
CFG007565,2025-10-19,AVATR 11,Executive Plus,mobile,tiktok,organic,organic,264,7,True,False,GB
CFG007566,2025-10-19,AVATR 11,Executive,desktop,google,referral,TT_GB_S07_AWR_AWARD_WINNER_20250306,342,7,False,False,GB
CFG007567,2025-10-19,DEEPAL S07,Intelligence,desktop,direct,social,organic,84,6,True,False,DE
CFG007568,2025-10-19,AVATR 12,Performance,mobile,linkedin,referral,META_GB_S07_CVR_FAMILY_BUYERS_20250910,76,7,True,True,GB
CFG007569,2025-10-19,AVATR 11,Executive Plus,desktop,direct,cpc,GOOG_GB_AVATR12_SRC_BRAND_20251014,268,6,True,True,DE
CFG007570,2025-10-19,DEEPAL S07,Pure,tablet,linkedin,organic,organic,52,7,True,False,FR
CFG007571,2025-10-19,DEEPAL S07,Design,mobile,meta,organic,organic,126,6,True,False,GB
CFG007572,2025-10-19,DEEPAL S07,Design,desktop,direct,email,organic,51,7,False,False,DE
CFG007573,2025-10-19,AVATR 12,Long Range,mobile,meta,organic,GOOG_GB_S07_GDN_FAMILY_BUYERS_20251009,51,1,False,False,GB
CFG007574,2025-10-19,DEEPAL S07,Design,mobile,google,referral,organic,379,7,True,False,GB
CFG007575,2025-10-19,AVATR 12,Long Range,desktop,organic,referral,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250327,172,6,False,False,GB
CFG007576,2025-10-19,DEEPAL S07,Intelligence,desktop,meta,cpc,META_GB_S07_AWR_FAMILY_BUYERS_20250511,72,7,False,False,GB
CFG007577,2025-10-19,DEEPAL S07,Intelligence,desktop,direct,social,organic,87,2,False,False,GB
CFG007578,2025-10-19,DEEPAL S07,Intelligence,mobile,google,social,META_GB_S07_AWR_CONQUEST_BMW_20250614,134,7,True,False,GB
CFG007579,2025-10-19,DEEPAL S07,Pure,mobile,tiktok,email,META_GB_AVATR11_RTG_SITE_VISITORS_20251001,86,3,False,False,GB
CFG007580,2025-10-19,DEEPAL S07,Pure,desktop,google,organic,META_GB_AVATR12_RTG_LUXURY_LIFESTYLE_20251012,187,5,False,False,FR
CFG007581,2025-10-19,AVATR 12,Performance,mobile,organic,email,TT_GB_S07_AWR_COMPARISON_20250228,180,7,False,False,GB
CFG007582,2025-10-19,DEEPAL S07,Pure,desktop,linkedin,organic,META_GB_S07_CVR_YOUNG_PROFESSIONALS_20250925,140,3,False,False,GB
CFG007583,2025-10-19,DEEPAL S07,Design,mobile,tiktok,display,TT_GB_S07_AWR_PRODUCT_FEATURES_20250507,84,3,False,False,GB
CFG007584,2025-10-19,DEEPAL S07,Pure,mobile,linkedin,email,organic,272,2,False,False,GB
CFG007585,2025-10-19,DEEPAL S07,Pure,mobile,tiktok,organic,META_GB_S07_AWR_SITE_VISITORS_20250605,139,4,False,False,GB
CFG007586,2025-10-19,DEEPAL S07,Design,mobile,direct,email,META_GB_S07_AWR_LOOKALIKE_CONVERTERS_20250205,31,1,False,False,GB
CFG007587,2025-10-19,DEEPAL S07,Intelligence,mobile,meta,cpc,META_GB_AVATR12_AWR_YOUNG_PROFESSIONALS_20251002,228,3,False,False,GB
CFG007588,2025-10-19,AVATR 12,Long Range,mobile,tiktok,email,META_GB_S07_AWR_CONQUEST_TESLA_20250818,117,5,True,False,GB
CFG007589,2025-10-19,DEEPAL S07,Intelligence,mobile,linkedin,email,organic,100,7,False,False,GB
CFG007590,2025-10-19,DEEPAL S07,Pure,desktop,organic,cpc,META_GB_S07_AWR_ENGAGED_VIEWERS_20250526,1104,1,False,False,GB
CFG007591,2025-10-19,AVATR 12,Performance,desktop,tiktok,cpc,TT_GB_S07_AWR_COMPARISON_20250519,201,7,False,False,GB
CFG007592,2025-10-19,AVATR 12,Performance,tablet,direct,cpc,META_GB_AVATR12_CON_FAMILY_BUYERS_20250916,460,3,False,False,GB
CFG007593,2025-10-19,DEEPAL S07,Design,tablet,google,display,organic,190,1,False,False,DE
CFG007594,2025-10-19,DEEPAL S07,Intelligence,mobile,linkedin,email,TT_GB_AVATR12_CVR_TESTIMONIAL_20250912,55,7,True,False,GB
CFG007595,2025-10-19,DEEPAL S07,Pure,desktop,linkedin,referral,organic,224,4,False,False,DE
CFG007596,2025-10-19,DEEPAL S07,Design,mobile,direct,social,TT_GB_S07_CVR_COMPARISON_20250905,481,7,False,False,GB
CFG007597,2025-10-19,AVATR 12,Performance,mobile,organic,referral,organic,80,5,True,False,GB
CFG007598,2025-10-19,DEEPAL S07,Pure,mobile,google,social,GOOG_GB_S07_GDN_FLEET_MANAGERS_20251008,88,1,False,False,GB
CFG007599,2025-10-19,DEEPAL S07,Pure,mobile,linkedin,email,organic,106,4,False,False,GB
CFG007600,2025-10-19,DEEPAL S07,Intelligence,mobile,meta,referral,organic,168,6,True,False,DE
CFG007601,2025-10-19,DEEPAL S07,Pure,tablet,meta,email,organic,245,5,True,False,FR
CFG007602,2025-10-19,DEEPAL S07,Pure,mobile,meta,cpc,TT_GB_S07_AWR_PRODUCT_FEATURES_20250124,263,7,False,False,GB
CFG007603,2025-10-19,AVATR 11,Executive,desktop,meta,email,organic,649,1,False,False,GB
CFG007604,2025-10-19,AVATR 12,Long Range,desktop,google,cpc,organic,93,7,True,False,GB
CFG007605,2025-10-19,AVATR 12,Long Range,tablet,tiktok,organic,META_GB_S07_AWR_SITE_VISITORS_20250121,295,7,False,False,GB
CFG007606,2025-10-20,AVATR 11,Executive Plus,mobile,direct,display,organic,126,4,False,False,GB
CFG007607,2025-10-20,DEEPAL S07,Intelligence,mobile,tiktok,social,TT_GB_S07_AWR_HERO_LAUNCH_20250614,113,2,False,False,GB
CFG007608,2025-10-20,DEEPAL S07,Intelligence,mobile,meta,social,META_GB_S07_AWR_FLEET_MANAGERS_20250215,138,7,True,False,GB
CFG007609,2025-10-20,DEEPAL S07,Intelligence,desktop,organic,referral,META_GB_AVATR12_CON_CONQUEST_BMW_20250908,100,6,True,False,GB
CFG007610,2025-10-20,AVATR 12,Long Range,desktop,tiktok,display,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251010,141,7,True,True,GB
CFG007611,2025-10-20,DEEPAL S07,Intelligence,desktop,meta,email,META_GB_S07_AWR_PREMIUM_AUTO_20250616,280,2,False,False,GB
CFG007612,2025-10-20,AVATR 12,Long Range,desktop,google,display,organic,258,6,False,False,GB
CFG007613,2025-10-20,DEEPAL S07,Intelligence,tablet,meta,display,organic,185,7,False,False,GB
CFG007614,2025-10-20,AVATR 12,Performance,mobile,direct,display,GOOG_GB_AVATR12_GDN_TECH_ENTHUSIASTS_20250904,1527,6,True,False,GB
CFG007615,2025-10-20,DEEPAL S07,Intelligence,mobile,linkedin,cpc,organic,112,7,False,False,GB
CFG007616,2025-10-20,DEEPAL S07,Design,tablet,google,social,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250919,125,6,True,False,GB
CFG007617,2025-10-20,DEEPAL S07,Pure,desktop,linkedin,social,TT_GB_S07_AWR_RESERVATION_CTA_20250819,351,7,False,False,GB
CFG007618,2025-10-20,DEEPAL S07,Intelligence,desktop,meta,referral,GOOG_GB_S07_SRC_BRAND_20250902,134,5,False,False,DE
CFG007619,2025-10-20,DEEPAL S07,Pure,desktop,meta,social,TT_GB_S07_AWR_TESTIMONIAL_20250728,628,7,True,False,GB
CFG007620,2025-10-20,AVATR 12,Long Range,mobile,tiktok,cpc,META_GB_S07_AWR_FAMILY_BUYERS_20250923,96,4,False,False,GB
CFG007621,2025-10-20,DEEPAL S07,Design,desktop,direct,cpc,organic,90,6,True,False,DE
CFG007622,2025-10-20,DEEPAL S07,Pure,desktop,direct,display,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250210,116,5,False,False,FR
CFG007623,2025-10-20,DEEPAL S07,Pure,mobile,meta,email,META_GB_S07_CON_LUXURY_LIFESTYLE_20251007,86,6,True,False,GB
CFG007624,2025-10-20,DEEPAL S07,Pure,tablet,meta,social,organic,371,6,True,False,FR
CFG007625,2025-10-20,DEEPAL S07,Pure,desktop,google,cpc,organic,214,7,False,False,GB
CFG007626,2025-10-20,DEEPAL S07,Pure,desktop,linkedin,email,organic,46,6,True,False,DE
CFG007627,2025-10-20,DEEPAL S07,Intelligence,desktop,tiktok,cpc,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251014,579,1,False,False,GB
CFG007628,2025-10-20,DEEPAL S07,Design,mobile,organic,cpc,GOOG_GB_AVATR12_GDN_TECH_ENTHUSIASTS_20250925,121,5,False,False,GB
CFG007629,2025-10-20,DEEPAL S07,Design,mobile,tiktok,display,META_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20251009,73,6,True,False,GB
CFG007630,2025-10-20,AVATR 12,Long Range,mobile,organic,display,TT_GB_AVATR12_AWR_COMPARISON_20250921,342,7,True,False,GB
CFG007631,2025-10-20,DEEPAL S07,Intelligence,desktop,linkedin,display,TT_GB_S07_AWR_TESTIMONIAL_20250130,215,5,False,False,GB
CFG007632,2025-10-20,DEEPAL S07,Intelligence,mobile,google,organic,META_GB_S07_RTG_TECH_ENTHUSIASTS_20251007,104,4,False,False,GB
CFG007633,2025-10-20,DEEPAL S07,Design,tablet,direct,referral,TT_GB_S07_AWR_PRICE_REVEAL_20250104,123,1,False,False,GB
CFG007634,2025-10-20,AVATR 12,Performance,mobile,meta,email,TT_GB_S07_AWR_HERO_LAUNCH_20250227,93,5,True,False,GB
CFG007635,2025-10-20,DEEPAL S07,Intelligence,desktop,linkedin,email,organic,343,2,False,False,GB
CFG007636,2025-10-20,DEEPAL S07,Pure,mobile,tiktok,social,META_GB_S07_AWR_SITE_VISITORS_20250316,195,1,False,False,GB
CFG007637,2025-10-20,AVATR 12,Long Range,tablet,direct,cpc,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250407,128,5,False,False,GB
CFG007638,2025-10-20,DEEPAL S07,Design,mobile,meta,display,organic,169,6,True,False,GB
CFG007639,2025-10-20,AVATR 12,Long Range,desktop,tiktok,organic,organic,105,5,True,False,GB
CFG007640,2025-10-20,DEEPAL S07,Design,mobile,organic,referral,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250426,78,5,True,False,GB
CFG007641,2025-10-20,DEEPAL S07,Intelligence,desktop,direct,display,META_GB_S07_AWR_FAMILY_BUYERS_20250419,423,7,True,False,GB
CFG007642,2025-10-20,DEEPAL S07,Design,desktop,linkedin,social,META_GB_S07_AWR_EV_INTENDERS_20250714,297,6,True,False,GB
CFG007643,2025-10-20,DEEPAL S07,Pure,tablet,meta,email,META_GB_S07_AWR_FLEET_MANAGERS_20250704,168,1,False,False,GB
CFG007644,2025-10-20,AVATR 11,Executive Plus,desktop,linkedin,social,organic,205,5,False,False,GB
CFG007645,2025-10-20,DEEPAL S07,Pure,desktop,google,social,META_GB_AVATR11_CON_CONQUEST_AUDI_20251017,51,6,False,False,GB
CFG007646,2025-10-20,DEEPAL S07,Design,mobile,google,cpc,TT_GB_S07_AWR_HERO_LAUNCH_20250611,147,7,False,False,GB
CFG007647,2025-10-20,DEEPAL S07,Pure,tablet,organic,referral,META_GB_S07_AWR_CONQUEST_AUDI_20250329,305,4,False,False,DE
CFG007648,2025-10-20,AVATR 11,Executive,mobile,google,email,organic,617,7,True,True,GB
CFG007649,2025-10-20,DEEPAL S07,Design,mobile,tiktok,organic,GOOG_GB_S07_GDN_SITE_VISITORS_20251020,99,6,True,False,GB
CFG007650,2025-10-20,DEEPAL S07,Intelligence,desktop,organic,display,organic,27,3,False,False,GB
CFG007651,2025-10-20,AVATR 12,Long Range,mobile,meta,display,GOOG_GB_AVATR12_GDN_FAMILY_BUYERS_20250916,157,6,False,False,DE
CFG007652,2025-10-20,DEEPAL S07,Intelligence,mobile,google,referral,organic,44,4,False,False,FR
CFG007653,2025-10-20,DEEPAL S07,Design,mobile,organic,email,META_GB_AVATR12_CON_FAMILY_BUYERS_20250924,106,6,False,False,GB
CFG007654,2025-10-20,DEEPAL S07,Intelligence,mobile,organic,referral,organic,503,6,True,False,GB
CFG007655,2025-10-20,DEEPAL S07,Intelligence,desktop,meta,social,TT_GB_AVATR12_AWR_LIFESTYLE_20250928,25,7,True,False,DE
CFG007656,2025-10-20,DEEPAL S07,Design,desktop,direct,organic,META_GB_AVATR11_CVR_YOUNG_PROFESSIONALS_20251019,162,7,True,False,DE
CFG007657,2025-10-20,DEEPAL S07,Design,desktop,tiktok,organic,organic,111,2,False,False,GB
CFG007658,2025-10-20,AVATR 11,Executive,mobile,linkedin,social,META_GB_S07_CVR_PREMIUM_AUTO_20250919,515,6,True,False,GB
CFG007659,2025-10-20,DEEPAL S07,Intelligence,tablet,tiktok,display,META_GB_AVATR11_RTG_CONQUEST_BMW_20251013,36,7,True,True,GB
CFG007660,2025-10-20,DEEPAL S07,Design,mobile,google,email,organic,95,5,True,False,GB
CFG007661,2025-10-20,DEEPAL S07,Pure,desktop,google,referral,organic,142,7,False,False,GB
CFG007662,2025-10-20,DEEPAL S07,Intelligence,mobile,direct,email,META_GB_S07_AWR_PREMIUM_AUTO_20250928,58,5,True,False,GB
CFG007663,2025-10-20,DEEPAL S07,Pure,mobile,google,email,organic,46,7,True,False,GB
CFG007664,2025-10-20,DEEPAL S07,Design,mobile,direct,display,META_GB_S07_AWR_YOUNG_PROFESSIONALS_20250313,138,2,False,False,DE
CFG007665,2025-10-20,DEEPAL S07,Intelligence,mobile,tiktok,cpc,META_GB_S07_CVR_TECH_ENTHUSIASTS_20251014,391,7,True,False,GB
CFG007666,2025-10-20,DEEPAL S07,Pure,desktop,organic,organic,organic,228,1,False,False,GB
CFG007667,2025-10-20,DEEPAL S07,Design,mobile,direct,social,organic,35,7,True,False,GB
CFG007668,2025-10-20,DEEPAL S07,Design,desktop,tiktok,cpc,organic,75,1,False,False,GB
CFG007669,2025-10-20,DEEPAL S07,Pure,mobile,direct,referral,organic,320,7,False,False,DE
CFG007670,2025-10-20,DEEPAL S07,Intelligence,mobile,meta,email,organic,149,6,True,True,GB
CFG007671,2025-10-20,DEEPAL S07,Intelligence,mobile,google,social,TT_GB_S07_AWR_PRICE_REVEAL_20250403,262,7,False,False,DE
CFG007672,2025-10-20,DEEPAL S07,Intelligence,mobile,direct,referral,organic,165,4,False,False,GB
CFG007673,2025-10-20,DEEPAL S07,Pure,desktop,meta,email,META_GB_S07_AWR_LUXURY_LIFESTYLE_20250222,36,6,True,False,GB
CFG007674,2025-10-20,AVATR 11,Executive,mobile,organic,social,organic,31,7,True,False,GB
CFG007675,2025-10-20,DEEPAL S07,Intelligence,mobile,organic,organic,organic,71,5,False,False,GB
CFG007676,2025-10-20,AVATR 12,Long Range,tablet,organic,organic,META_GB_S07_CVR_ECO_CONSCIOUS_20250917,97,6,True,False,GB
CFG007677,2025-10-20,DEEPAL S07,Pure,mobile,meta,cpc,organic,741,5,False,False,GB
CFG007678,2025-10-20,AVATR 12,Performance,mobile,tiktok,cpc,META_GB_S07_AWR_CONQUEST_AUDI_20250924,213,4,False,False,GB
CFG007679,2025-10-20,DEEPAL S07,Design,tablet,tiktok,cpc,organic,102,5,True,False,DE
CFG007680,2025-10-20,DEEPAL S07,Design,desktop,meta,social,GOOG_GB_S07_PMAX_20251012,108,6,True,False,GB
CFG007681,2025-10-20,DEEPAL S07,Pure,mobile,organic,cpc,GOOG_GB_S07_GDN_YOUNG_PROFESSIONALS_20251013,653,6,True,False,GB
CFG007682,2025-10-20,DEEPAL S07,Intelligence,desktop,meta,referral,TT_GB_S07_AWR_AWARD_WINNER_20250122,41,7,True,False,GB
CFG007683,2025-10-20,DEEPAL S07,Design,mobile,direct,social,META_GB_S07_AWR_ECO_CONSCIOUS_20250715,167,3,False,False,DE
CFG007684,2025-10-20,AVATR 12,Long Range,mobile,tiktok,email,organic,248,5,True,False,GB
CFG007685,2025-10-20,DEEPAL S07,Intelligence,desktop,tiktok,display,organic,297,4,False,False,GB
CFG007686,2025-10-20,AVATR 12,Long Range,desktop,linkedin,social,META_GB_AVATR12_CON_ECO_CONSCIOUS_20251010,96,6,True,False,GB
CFG007687,2025-10-20,AVATR 11,Executive Plus,desktop,google,social,TT_GB_S07_AWR_CONFIGURATOR_CTA_20250121,868,5,False,False,GB
CFG007688,2025-10-20,AVATR 11,Executive,mobile,tiktok,cpc,organic,874,7,True,False,GB
CFG007689,2025-10-20,DEEPAL S07,Intelligence,mobile,organic,email,organic,753,5,False,False,GB
CFG007690,2025-10-20,DEEPAL S07,Design,mobile,linkedin,social,META_GB_AVATR11_AWR_PREMIUM_AUTO_20251003,115,6,False,False,GB
CFG007691,2025-10-20,AVATR 12,Performance,tablet,google,email,TT_GB_S07_AWR_HERO_LAUNCH_20250809,222,5,False,False,FR
CFG007692,2025-10-20,DEEPAL S07,Intelligence,mobile,organic,display,organic,168,1,False,False,GB
CFG007693,2025-10-20,DEEPAL S07,Intelligence,mobile,direct,organic,GOOG_GB_AVATR12_SRC_GEN_20250916,377,6,True,False,GB
