date,campaign_name,campaign_id,objective,market,model,impressions,clicks,ctr,cpm,spend,video_views,video_view_rate,avg_watch_time_seconds,shares,comments,likes,profile_visits,website_clicks
2025-09-29,TT_GB_AVATR12_TRF_LIFESTYLE_20250929,TI51494,traffic,GB,AVATR 12,17518,127,0.00725,8.04,140.85,11320,0.6462,13.1,75,17,135,25,73
2025-09-29,TT_GB_S07_CVR_TESTIMONIAL_20250929,TI11490,conversion,GB,DEEPAL S07,18112,166,0.009165,8.37,151.62,13443,0.7422,4.9,31,27,304,23,77
2025-09-29,TT_GB_AVATR12_AWR_PRICE_REVEAL_20250929,TI46861,awareness,GB,AVATR 12,19397,117,0.006032,8.39,162.77,8269,0.4263,5.7,9,13,67,6,53
2025-09-29,TT_GB_S07_TRF_DEALER_LOCATOR_20250929,TI77380,traffic,GB,DEEPAL S07,79037,1314,0.016625,7.34,580.32,43477,0.5501,13.6,304,89,533,185,819
2025-09-29,TT_GB_AVATR12_CVR_CONFIGURATOR_CTA_20250929,TI61368,conversion,GB,AVATR 12,56008,803,0.014337,9.53,533.59,26852,0.4794,11.6,188,46,578,81,501
2025-09-29,TT_GB_S07_AWR_AWARD_WINNER_20250929,TI96219,awareness,GB,DEEPAL S07,8057,52,0.006454,8.39,67.6,6011,0.7461,5.5,12,11,44,6,34
2025-09-29,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20250929,TI60003,traffic,GB,AVATR 12,32344,303,0.009368,7.77,251.33,19607,0.6062,11.4,85,56,175,56,140
2025-09-29,TT_GB_S07_CVR_DEALER_LOCATOR_20250929,TI63834,conversion,GB,DEEPAL S07,12550,115,0.009163,5.43,68.21,8561,0.6822,7.9,37,20,208,11,45
2025-09-29,TT_GB_AVATR12_AWR_CONFIGURATOR_CTA_20250929,TI70141,awareness,GB,AVATR 12,8767,72,0.008213,5.49,48.1,5066,0.5778,10.7,31,6,88,9,32
2025-09-29,TT_GB_S07_TRF_COMPARISON_20250929,TI35476,traffic,GB,DEEPAL S07,39487,368,0.00932,6.54,258.22,17694,0.4481,7.3,138,33,314,18,141
2025-09-29,TT_GB_AVATR12_CVR_AWARD_WINNER_20250929,TI69333,conversion,GB,AVATR 12,50426,771,0.01529,5.9,297.47,29911,0.5932,5.9,46,60,270,66,300
2025-09-29,TT_GB_S07_AWR_TESTIMONIAL_20250929,TI64925,awareness,GB,DEEPAL S07,218076,3496,0.016031,7.87,1716.26,145454,0.667,14.6,353,176,3358,593,1353
2025-09-29,TT_GB_AVATR12_TRF_PRICE_REVEAL_20250929,TI32776,traffic,GB,AVATR 12,103846,1013,0.009755,4.28,444.08,51841,0.4992,9.9,339,152,999,64,385
2025-09-29,TT_GB_S07_CVR_AWARD_WINNER_20250929,TI16442,conversion,GB,DEEPAL S07,330909,4369,0.013203,7.98,2642.1,193926,0.586,10.6,978,367,1535,848,2366
2025-09-30,TT_GB_S07_AWR_DEALER_LOCATOR_20250930,TI81115,awareness,GB,DEEPAL S07,47188,655,0.013881,8.29,391.35,19008,0.4028,7.0,53,53,213,69,274
2025-09-30,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20250930,TI10960,traffic,GB,AVATR 12,120834,1380,0.011421,5.92,715.48,63362,0.5244,5.1,126,119,1492,263,777
2025-09-30,TT_GB_S07_CVR_AWARD_WINNER_20250930,TI10375,conversion,GB,DEEPAL S07,18020,311,0.017259,4.56,82.13,7231,0.4013,5.9,39,3,116,22,206
2025-09-30,TT_GB_AVATR12_AWR_CONFIGURATOR_CTA_20250930,TI14875,awareness,GB,AVATR 12,19788,183,0.009248,9.23,182.64,8189,0.4138,10.0,50,17,159,30,64
2025-09-30,TT_GB_S07_TRF_RESERVATION_CTA_20250930,TI20569,traffic,GB,DEEPAL S07,48128,386,0.00802,5.0,240.53,30518,0.6341,5.1,77,42,450,28,221
2025-09-30,TT_GB_AVATR12_CVR_CONFIGURATOR_CTA_20250930,TI37838,conversion,GB,AVATR 12,47871,799,0.016691,7.28,348.38,35430,0.7401,10.1,119,83,332,134,367
2025-09-30,TT_GB_S07_AWR_AWARD_WINNER_20250930,TI10775,awareness,GB,DEEPAL S07,112970,1306,0.011561,9.21,1040.39,47041,0.4164,5.8,243,111,665,105,701
2025-09-30,TT_GB_AVATR12_TRF_RESERVATION_CTA_20250930,TI11036,traffic,GB,AVATR 12,6865,69,0.010051,5.13,35.25,4731,0.6891,13.1,21,4,26,7,22
2025-09-30,TT_GB_S07_CVR_RESERVATION_CTA_20250930,TI12257,conversion,GB,DEEPAL S07,209396,2250,0.010745,5.09,1065.79,149103,0.7121,7.4,693,141,2758,246,1016
2025-09-30,TT_GB_AVATR12_AWR_PRICE_REVEAL_20250930,TI92801,awareness,GB,AVATR 12,80586,488,0.006056,6.28,505.8,39649,0.492,10.7,146,43,562,58,244
2025-09-30,TT_GB_S07_TRF_TESTIMONIAL_20250930,TI83112,traffic,GB,DEEPAL S07,13639,72,0.005279,6.83,93.18,5765,0.4227,13.7,35,3,126,14,35
2025-09-30,TT_GB_AVATR12_CVR_HERO_LAUNCH_20250930,TI55018,conversion,GB,AVATR 12,40919,339,0.008285,8.27,338.59,19976,0.4882,6.9,123,40,374,48,218
2025-09-30,TT_GB_S07_AWR_COMPARISON_20250930,TI52275,awareness,GB,DEEPAL S07,67438,941,0.013954,8.9,600.05,32943,0.4885,8.0,155,25,324,165,557
2025-09-30,TT_GB_AVATR12_TRF_COMPARISON_20250930,TI42967,traffic,GB,AVATR 12,123740,1236,0.009989,4.54,561.3,88011,0.7113,9.4,407,134,2126,203,503
2025-09-30,TT_GB_S07_CVR_COMPARISON_20250930,TI99157,conversion,GB,DEEPAL S07,516914,9053,0.017514,5.46,2822.31,270333,0.523,12.5,1440,293,6683,582,4079
2025-10-01,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251001,TI26371,awareness,GB,DEEPAL S07,31917,487,0.015258,5.09,162.43,20681,0.648,3.1,40,54,476,86,260
2025-10-01,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251001,TI43807,traffic,GB,AVATR 12,175805,2978,0.016939,6.11,1074.45,103360,0.5879,8.2,293,101,1464,319,1378
2025-10-01,TT_GB_AVATR11_CVR_COMPARISON_20251001,TI89844,conversion,GB,AVATR 11,9062,101,0.011145,9.83,89.07,4417,0.4874,14.1,30,3,37,7,48
2025-10-01,TT_GB_S07_AWR_PRICE_REVEAL_20251001,TI13913,awareness,GB,DEEPAL S07,94973,1463,0.015404,4.7,446.17,69932,0.7363,11.8,532,107,1523,169,554
2025-10-01,TT_GB_AVATR12_TRF_LIFESTYLE_20251001,TI37706,traffic,GB,AVATR 12,98737,1193,0.012083,6.47,638.8,62323,0.6312,6.9,482,96,313,79,771
2025-10-01,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251001,TI63131,conversion,GB,AVATR 11,216068,1635,0.007567,5.46,1179.77,124629,0.5768,7.8,598,92,2739,284,1064
2025-10-01,TT_GB_S07_AWR_HERO_LAUNCH_20251001,TI24959,awareness,GB,DEEPAL S07,82876,895,0.010799,7.03,582.74,49973,0.603,13.0,366,100,718,142,605
2025-10-01,TT_GB_AVATR12_TRF_AWARD_WINNER_20251001,TI49307,traffic,GB,AVATR 12,4405,35,0.007946,6.26,27.6,2129,0.4833,11.5,12,2,53,1,20
2025-10-01,TT_GB_AVATR11_CVR_COMPARISON_20251001,TI13345,conversion,GB,AVATR 11,52443,914,0.017428,7.7,403.88,27759,0.5293,3.7,104,46,157,128,482
2025-10-01,TT_GB_S07_AWR_AWARD_WINNER_20251001,TI31674,awareness,GB,DEEPAL S07,37152,233,0.006272,7.33,272.18,23531,0.6334,6.3,74,17,580,20,120
2025-10-01,TT_GB_AVATR12_TRF_CONFIGURATOR_CTA_20251001,TI13616,traffic,GB,AVATR 12,34221,234,0.006838,8.07,276.17,17040,0.4979,4.3,89,22,275,27,153
2025-10-01,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251001,TI27974,conversion,GB,AVATR 11,13763,178,0.012933,7.69,105.89,10288,0.7475,6.0,52,28,85,20,91
2025-10-01,TT_GB_S07_AWR_HERO_LAUNCH_20251001,TI79136,awareness,GB,DEEPAL S07,23051,374,0.016225,8.69,200.4,13118,0.5691,11.2,32,15,189,61,213
2025-10-01,TT_GB_AVATR12_TRF_AWARD_WINNER_20251001,TI33653,traffic,GB,AVATR 12,104478,1491,0.014271,7.78,812.64,46492,0.445,9.2,307,127,953,163,1035
2025-10-01,TT_GB_AVATR11_CVR_TESTIMONIAL_20251001,TI23137,conversion,GB,AVATR 11,85260,1506,0.017664,5.25,447.37,56098,0.658,9.6,193,134,1240,105,543
2025-10-02,TT_GB_S07_AWR_DEALER_LOCATOR_20251002,TI24679,awareness,GB,DEEPAL S07,34841,243,0.006975,7.52,262.1,15105,0.4335,7.4,48,44,355,46,119
2025-10-02,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251002,TI41781,traffic,GB,AVATR 12,87080,1261,0.014481,5.22,454.35,58684,0.6739,9.5,290,147,1062,208,412
2025-10-02,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251002,TI54627,conversion,GB,AVATR 11,22796,308,0.013511,8.15,185.87,14908,0.654,10.6,39,12,124,35,143
2025-10-02,TT_GB_S07_AWR_TESTIMONIAL_20251002,TI53663,awareness,GB,DEEPAL S07,53623,677,0.012625,8.29,444.56,37220,0.6941,6.1,126,35,826,107,452
2025-10-02,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251002,TI77499,traffic,GB,AVATR 12,62643,954,0.015229,4.47,279.81,46520,0.7426,6.0,102,51,864,101,555
2025-10-02,TT_GB_AVATR11_CVR_TESTIMONIAL_20251002,TI12509,conversion,GB,AVATR 11,115819,1900,0.016405,6.8,788.12,82720,0.7142,5.9,454,52,1085,272,1115
2025-10-02,TT_GB_S07_AWR_LIFESTYLE_20251002,TI57082,awareness,GB,DEEPAL S07,124666,2013,0.016147,7.18,895.51,80017,0.6419,5.1,517,42,780,196,867
2025-10-02,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251002,TI76753,traffic,GB,AVATR 12,136506,789,0.00578,4.59,626.05,59084,0.4328,7.6,305,61,1383,136,510
2025-10-02,TT_GB_AVATR11_CVR_HERO_LAUNCH_20251002,TI22937,conversion,GB,AVATR 11,10638,144,0.013536,6.81,72.48,4867,0.4575,11.3,25,13,33,27,52
2025-10-02,TT_GB_S07_AWR_RESERVATION_CTA_20251002,TI99754,awareness,GB,DEEPAL S07,83145,1321,0.015888,7.9,656.46,49868,0.5998,12.3,371,135,438,176,741
2025-10-02,TT_GB_AVATR12_TRF_LIFESTYLE_20251002,TI55276,traffic,GB,AVATR 12,35433,299,0.008438,9.94,352.3,14868,0.4196,4.9,114,27,182,55,201
2025-10-02,TT_GB_AVATR11_CVR_LIFESTYLE_20251002,TI67904,conversion,GB,AVATR 11,108327,707,0.006527,7.34,794.99,76906,0.7099,10.9,474,109,1812,89,467
2025-10-02,TT_GB_S07_AWR_RESERVATION_CTA_20251002,TI13886,awareness,GB,DEEPAL S07,34656,466,0.013446,5.85,202.9,21332,0.6155,9.0,46,45,130,64,240
2025-10-02,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251002,TI84909,traffic,GB,AVATR 12,100080,1177,0.011761,4.72,472.74,65994,0.6594,3.5,92,48,488,233,384
2025-10-02,TT_GB_AVATR11_CVR_LIFESTYLE_20251002,TI96587,conversion,GB,AVATR 11,7279,101,0.013876,5.69,41.45,3757,0.5161,7.4,25,10,33,6,43
2025-10-03,TT_GB_S07_AWR_COMPARISON_20251003,TI52519,awareness,GB,DEEPAL S07,43628,364,0.008343,7.38,321.99,30160,0.6913,7.4,231,25,394,72,162
2025-10-03,TT_GB_AVATR12_TRF_CONFIGURATOR_CTA_20251003,TI55277,traffic,GB,AVATR 12,76572,579,0.007562,7.36,563.56,51977,0.6788,6.7,138,143,1262,50,392
2025-10-03,TT_GB_AVATR11_CVR_TESTIMONIAL_20251003,TI26022,conversion,GB,AVATR 11,46010,417,0.009063,9.39,432.07,28879,0.6277,14.1,192,55,711,74,285
2025-10-03,TT_GB_S07_AWR_LIFESTYLE_20251003,TI17093,awareness,GB,DEEPAL S07,89479,1254,0.014014,6.02,538.95,44104,0.4929,10.5,173,40,898,124,784
2025-10-03,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251003,TI13363,traffic,GB,AVATR 12,146158,1234,0.008443,8.16,1192.17,106025,0.7254,5.0,734,257,2536,189,540
2025-10-03,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251003,TI44359,conversion,GB,AVATR 11,34447,463,0.013441,7.6,261.97,21049,0.6111,13.1,53,55,353,46,230
2025-10-03,TT_GB_S07_AWR_AWARD_WINNER_20251003,TI20077,awareness,GB,DEEPAL S07,213880,1226,0.005732,4.86,1038.99,141387,0.6611,12.4,1050,187,878,119,532
2025-10-03,TT_GB_AVATR12_TRF_PRICE_REVEAL_20251003,TI77975,traffic,GB,AVATR 12,35196,229,0.006506,9.47,333.21,22797,0.6477,11.9,97,33,393,22,145
2025-10-03,TT_GB_AVATR11_CVR_COMPARISON_20251003,TI33062,conversion,GB,AVATR 11,28932,497,0.017178,5.73,165.72,19809,0.6847,11.3,94,43,407,39,171
2025-10-03,TT_GB_S07_AWR_PRODUCT_FEATURES_20251003,TI26477,awareness,GB,DEEPAL S07,123447,1926,0.015602,4.89,603.07,90835,0.7358,9.5,363,170,1303,232,940
2025-10-03,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251003,TI14936,traffic,GB,AVATR 12,24216,325,0.013421,4.39,106.36,15869,0.6553,10.5,36,27,311,28,195
2025-10-03,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251003,TI44230,conversion,GB,AVATR 11,83033,1036,0.012477,5.98,496.65,48324,0.582,8.3,319,47,891,68,619
2025-10-03,TT_GB_S07_AWR_DEALER_LOCATOR_20251003,TI25382,awareness,GB,DEEPAL S07,18985,212,0.011167,7.4,140.5,10164,0.5354,4.7,12,17,119,19,114
2025-10-03,TT_GB_AVATR12_TRF_CONFIGURATOR_CTA_20251003,TI88627,traffic,GB,AVATR 12,11965,73,0.006101,5.53,66.13,6107,0.5104,11.0,34,9,126,4,22
2025-10-03,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251003,TI98193,conversion,GB,AVATR 11,112962,976,0.00864,4.97,561.66,51205,0.4533,6.1,220,59,594,146,332
2025-10-04,TT_GB_S07_AWR_DEALER_LOCATOR_20251004,TI30665,awareness,GB,DEEPAL S07,1400,7,0.005,9.89,13.86,675,0.4821,14.1,3,0,4,1,4
2025-10-04,TT_GB_AVATR12_TRF_PRICE_REVEAL_20251004,TI69531,traffic,GB,AVATR 12,37786,370,0.009792,6.83,258.21,27402,0.7252,5.5,119,30,165,29,118
2025-10-04,TT_GB_AVATR11_CVR_COMPARISON_20251004,TI28154,conversion,GB,AVATR 11,26455,386,0.014591,9.28,245.6,11505,0.4349,4.9,27,28,181,69,218
2025-10-04,TT_GB_S07_AWR_COMPARISON_20251004,TI12788,awareness,GB,DEEPAL S07,47441,522,0.011003,8.77,416.17,34393,0.725,4.4,40,29,400,33,222
2025-10-04,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251004,TI80483,traffic,GB,AVATR 12,7538,115,0.015256,6.11,46.04,5257,0.6974,4.1,16,3,97,20,42
2025-10-04,TT_GB_AVATR11_CVR_CONFIGURATOR_CTA_20251004,TI50869,conversion,GB,AVATR 11,127174,1328,0.010442,9.86,1254.38,85005,0.6684,11.0,589,56,2081,230,721
2025-10-04,TT_GB_S07_AWR_PRICE_REVEAL_20251004,TI80584,awareness,GB,DEEPAL S07,7722,99,0.012821,5.26,40.59,5551,0.7189,7.5,15,11,115,9,46
2025-10-04,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251004,TI55508,traffic,GB,AVATR 12,65711,514,0.007822,5.92,388.75,45943,0.6992,7.3,334,31,646,49,232
2025-10-04,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251004,TI41800,conversion,GB,AVATR 11,141835,814,0.005739,7.27,1031.27,76785,0.5414,6.5,118,217,486,134,473
2025-10-04,TT_GB_S07_AWR_HERO_LAUNCH_20251004,TI53879,awareness,GB,DEEPAL S07,18109,168,0.009277,4.91,89.0,10760,0.5942,10.9,37,23,197,25,109
2025-10-04,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251004,TI80030,traffic,GB,AVATR 12,22677,165,0.007276,8.89,201.63,11477,0.5061,3.6,68,18,86,28,51
2025-10-04,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251004,TI57688,conversion,GB,AVATR 11,11336,169,0.014908,4.61,52.23,8141,0.7182,14.0,54,10,160,10,88
2025-10-04,TT_GB_S07_AWR_LIFESTYLE_20251004,TI76699,awareness,GB,DEEPAL S07,70149,999,0.014241,7.56,530.14,36483,0.5201,6.4,58,44,456,184,624
2025-10-04,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251004,TI74271,traffic,GB,AVATR 12,24388,401,0.016443,8.91,217.32,9828,0.403,12.6,23,12,98,47,166
2025-10-04,TT_GB_AVATR11_CVR_RESERVATION_CTA_20251004,TI15811,conversion,GB,AVATR 11,78384,706,0.009007,4.46,349.49,53462,0.6821,8.7,229,48,783,108,249
2025-10-05,TT_GB_S07_AWR_PRICE_REVEAL_20251005,TI76109,awareness,GB,DEEPAL S07,724,3,0.004144,8.38,6.07,444,0.6133,13.6,2,0,7,0,1
2025-10-05,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251005,TI40235,traffic,GB,AVATR 12,43221,230,0.005321,5.83,251.78,21651,0.5009,13.7,137,58,220,17,119
2025-10-05,TT_GB_AVATR11_CVR_TESTIMONIAL_20251005,TI15026,conversion,GB,AVATR 11,46955,536,0.011415,7.66,359.72,24533,0.5225,6.2,175,58,378,79,294
2025-10-05,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251005,TI85482,awareness,GB,DEEPAL S07,1426,18,0.012623,6.0,8.56,738,0.5175,8.2,2,1,3,2,8
2025-10-05,TT_GB_AVATR12_TRF_TESTIMONIAL_20251005,TI38416,traffic,GB,AVATR 12,95703,1693,0.01769,9.62,920.28,63545,0.664,13.6,210,70,927,140,1088
2025-10-05,TT_GB_AVATR11_CVR_CONFIGURATOR_CTA_20251005,TI99016,conversion,GB,AVATR 11,37238,401,0.010769,6.25,232.89,16960,0.4554,10.9,99,38,169,67,152
2025-10-05,TT_GB_S07_AWR_PRODUCT_FEATURES_20251005,TI55387,awareness,GB,DEEPAL S07,71449,563,0.00788,5.44,388.96,40920,0.5727,14.0,228,76,520,64,194
2025-10-05,TT_GB_AVATR12_TRF_COMPARISON_20251005,TI79051,traffic,GB,AVATR 12,72525,409,0.005639,7.96,577.52,45466,0.6269,14.7,235,123,728,27,195
2025-10-05,TT_GB_AVATR11_CVR_TESTIMONIAL_20251005,TI12466,conversion,GB,AVATR 11,41996,325,0.007739,9.57,401.98,31020,0.7386,8.1,104,68,676,41,123
2025-10-05,TT_GB_S07_AWR_PRICE_REVEAL_20251005,TI34799,awareness,GB,DEEPAL S07,48536,489,0.010075,6.75,327.7,30938,0.6374,8.2,221,65,438,78,254
2025-10-05,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251005,TI82553,traffic,GB,AVATR 12,30159,445,0.014755,4.88,147.28,20633,0.6841,6.3,144,39,405,69,210
2025-10-05,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251005,TI26652,conversion,GB,AVATR 11,206339,3547,0.01719,4.25,876.65,87380,0.4235,5.5,324,186,1755,472,2211
2025-10-05,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251005,TI18147,awareness,GB,DEEPAL S07,121428,1569,0.012921,4.25,515.61,57102,0.4703,8.6,253,106,1311,119,473
2025-10-05,TT_GB_AVATR12_TRF_RESERVATION_CTA_20251005,TI10951,traffic,GB,AVATR 12,11746,64,0.005449,7.05,82.81,6694,0.5699,13.9,8,9,38,12,21
2025-10-05,TT_GB_AVATR11_CVR_AWARD_WINNER_20251005,TI65823,conversion,GB,AVATR 11,3647,64,0.017549,6.37,23.24,2684,0.7359,3.1,2,2,46,12,27
2025-10-06,TT_GB_S07_AWR_LIFESTYLE_20251006,TI21237,awareness,GB,DEEPAL S07,24448,185,0.007567,9.25,226.15,13792,0.5641,11.7,107,35,82,25,117
2025-10-06,TT_GB_AVATR12_TRF_RESERVATION_CTA_20251006,TI31366,traffic,GB,AVATR 12,4740,49,0.010338,8.77,41.59,2837,0.5985,7.5,18,8,60,9,33
2025-10-06,TT_GB_AVATR11_CVR_AWARD_WINNER_20251006,TI79511,conversion,GB,AVATR 11,24122,358,0.014841,9.74,234.94,14545,0.603,7.1,60,14,208,41,237
2025-10-06,TT_GB_S07_AWR_RESERVATION_CTA_20251006,TI82091,awareness,GB,DEEPAL S07,93456,467,0.004997,5.65,528.23,58380,0.6247,6.9,386,100,865,55,271
2025-10-06,TT_GB_AVATR12_TRF_LIFESTYLE_20251006,TI69362,traffic,GB,AVATR 12,107281,578,0.005388,9.12,978.35,48434,0.4515,13.4,84,63,797,36,297
2025-10-06,TT_GB_AVATR11_CVR_HERO_LAUNCH_20251006,TI64457,conversion,GB,AVATR 11,17072,299,0.017514,8.06,137.58,7722,0.4523,13.8,29,19,79,24,202
2025-10-06,TT_GB_S07_AWR_TESTIMONIAL_20251006,TI25462,awareness,GB,DEEPAL S07,27341,355,0.012984,6.4,174.95,11297,0.4132,11.4,31,11,106,70,236
2025-10-06,TT_GB_AVATR12_TRF_AWARD_WINNER_20251006,TI45927,traffic,GB,AVATR 12,158630,859,0.005415,6.07,963.0,80251,0.5059,11.0,456,81,1350,109,564
2025-10-06,TT_GB_AVATR11_CVR_TESTIMONIAL_20251006,TI82839,conversion,GB,AVATR 11,33109,444,0.01341,6.78,224.47,20181,0.6095,8.3,130,20,263,38,227
2025-10-06,TT_GB_S07_AWR_HERO_LAUNCH_20251006,TI44613,awareness,GB,DEEPAL S07,24346,328,0.013472,4.33,105.47,15744,0.6467,4.5,108,32,107,40,219
2025-10-06,TT_GB_AVATR12_TRF_AWARD_WINNER_20251006,TI95254,traffic,GB,AVATR 12,34800,295,0.008477,9.9,344.39,18117,0.5206,10.3,143,18,273,28,206
2025-10-06,TT_GB_AVATR11_CVR_LIFESTYLE_20251006,TI73626,conversion,GB,AVATR 11,70929,610,0.0086,4.93,349.81,37141,0.5236,9.0,259,37,509,104,348
2025-10-06,TT_GB_S07_AWR_DEALER_LOCATOR_20251006,TI38974,awareness,GB,DEEPAL S07,108198,994,0.009187,6.03,652.44,59127,0.5465,13.9,265,107,1439,74,445
2025-10-06,TT_GB_AVATR12_TRF_HERO_LAUNCH_20251006,TI59590,traffic,GB,AVATR 12,12952,72,0.005559,7.2,93.3,5261,0.4062,3.3,25,3,53,6,25
2025-10-06,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251006,TI36477,conversion,GB,AVATR 11,158176,1933,0.012221,4.12,651.85,101580,0.6422,10.6,126,74,827,171,695
2025-10-07,TT_GB_S07_AWR_PRICE_REVEAL_20251007,TI60177,awareness,GB,DEEPAL S07,110755,789,0.007124,8.56,948.12,50878,0.4594,5.9,243,54,875,92,540
2025-10-07,TT_GB_AVATR12_TRF_DEALER_LOCATOR_20251007,TI70132,traffic,GB,AVATR 12,24505,273,0.011141,5.06,123.92,17023,0.6947,10.1,129,14,217,15,190
2025-10-07,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251007,TI74037,conversion,GB,AVATR 11,67769,792,0.011687,8.81,596.84,33760,0.4982,3.6,129,71,226,67,343
2025-10-07,TT_GB_S07_AWR_RESERVATION_CTA_20251007,TI12612,awareness,GB,DEEPAL S07,71780,477,0.006645,4.01,288.09,28903,0.4027,6.8,213,63,197,55,242
2025-10-07,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251007,TI82473,traffic,GB,AVATR 12,136853,1532,0.011194,4.72,645.45,71546,0.5228,10.0,219,158,564,109,738
2025-10-07,TT_GB_AVATR11_CVR_LIFESTYLE_20251007,TI31466,conversion,GB,AVATR 11,162086,2025,0.012493,5.63,913.23,102019,0.6294,10.5,566,196,1618,164,1279
2025-10-07,TT_GB_S07_AWR_RESERVATION_CTA_20251007,TI64541,awareness,GB,DEEPAL S07,40027,574,0.01434,5.45,218.18,21824,0.5452,3.7,94,27,401,33,210
2025-10-07,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251007,TI47580,traffic,GB,AVATR 12,6220,65,0.01045,8.81,54.77,2692,0.4328,9.3,9,2,47,8,29
2025-10-07,TT_GB_AVATR11_CVR_DEALER_LOCATOR_20251007,TI20745,conversion,GB,AVATR 11,22379,290,0.012959,7.63,170.69,14354,0.6414,6.2,15,30,315,18,114
2025-10-07,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251007,TI11704,awareness,GB,DEEPAL S07,6269,42,0.0067,9.02,56.57,3862,0.616,7.2,10,8,37,8,16
2025-10-07,TT_GB_AVATR12_TRF_PRODUCT_FEATURES_20251007,TI77128,traffic,GB,AVATR 12,66226,1131,0.017078,4.64,307.18,31635,0.4777,3.7,203,59,656,207,397
2025-10-07,TT_GB_AVATR11_CVR_HERO_LAUNCH_20251007,TI12020,conversion,GB,AVATR 11,17595,250,0.014209,4.56,80.16,9816,0.5579,8.8,39,21,205,47,129
2025-10-07,TT_GB_S07_AWR_PRODUCT_FEATURES_20251007,TI98125,awareness,GB,DEEPAL S07,1061,15,0.014138,5.1,5.41,426,0.4015,13.8,2,0,3,0,7
2025-10-07,TT_GB_AVATR12_TRF_TESTIMONIAL_20251007,TI20580,traffic,GB,AVATR 12,85819,813,0.009473,9.32,799.94,56784,0.6617,15.0,82,81,660,120,411
2025-10-07,TT_GB_AVATR11_CVR_PRODUCT_FEATURES_20251007,TI34519,conversion,GB,AVATR 11,89523,1208,0.013494,6.76,604.74,51619,0.5766,6.6,388,117,658,116,617
2025-10-08,TT_GB_S07_AWR_CONFIGURATOR_CTA_20251008,TI38370,awareness,GB,DEEPAL S07,18422,253,0.013734,9.76,179.83,10152,0.5511,13.5,53,6,56,50,154
2025-10-08,TT_GB_AVATR12_TRF_PRICE_REVEAL_20251008,TI48044,traffic,GB,AVATR 12,111303,669,0.006011,7.72,859.82,80628,0.7244,8.1,295,135,1862,122,235
2025-10-08,TT_GB_AVATR11_CVR_PRICE_REVEAL_20251008,TI61403,conversion,GB,AVATR 11,8207,77,0.009382,8.43,69.18,6026,0.7343,7.0,12,11,53,7,43
2025-10-08,TT_GB_S07_AWR_COMPARISON_20251008,TI86247,awareness,GB,DEEPAL S07,204141,3599,0.01763,8.95,1827.72,123682,0.6059,14.5,161,181,2423,718,2084
2025-10-08,TT_GB_AVATR12_TRF_TESTIMONIAL_20251008,TI29446,traffic,GB,AVATR 12,21014,165,0.007852,8.15,171.2,14792,0.7039,9.1,82,38,220,17,74
2025-10-08,TT_GB_AVATR11_CVR_PRODUCT_FEATURES_20251008,TI13199,conversion,GB,AVATR 11,106248,1417,0.013337,5.24,556.32,45827,0.4313,9.1,322,43,515,126,953
2025-10-08,TT_GB_S07_AWR_COMPARISON_20251008,TI53780,awareness,GB,DEEPAL S07,144900,2059,0.01421,7.26,1051.41,78142,0.5393,7.3,392,196,1661,277,937
2025-10-08,TT_GB_AVATR12_TRF_AWARD_WINNER_20251008,TI63068,traffic,GB,AVATR 12,32066,540,0.01684,6.37,204.36,15316,0.4776,5.4,54,26,169,86,248
2025-10-08,TT_GB_AVATR11_CVR_PRODUCT_FEATURES_20251008,TI66317,conversion,GB,AVATR 11,57777,535,0.00926,6.0,346.71,35018,0.6061,6.8,173,101,294,61,212
