lead_id,created_date,source,model,dealer_id,stage,stage_updated_date,market,finance_type,is_qualified
LD005608,2025-10-15,event,DEEPAL S07,DLR027,NEW,2025-10-15,GB,,False
LD005609,2025-10-01,event,DEEPAL S07,DLR050,TD_BOOKED,2025-10-12,GB,,True
LD005610,2025-05-10,live_chat,DEEPAL S07,DLR004,LOST,2025-05-11,GB,,False
LD005611,2025-06-22,event,DEEPAL S07,DLR005,TD_COMPLETED,2025-07-16,GB,,True
LD005612,2025-10-12,phone_enquiry,AVATR 12,DLR036,CONTACTED,2025-10-18,DE,,False
LD005613,2025-07-24,website_organic,DEEPAL S07,DLR001,TD_COMPLETED,2025-08-09,GB,,True
LD005614,2025-09-14,phone_enquiry,DEEPAL S07,DLR021,LOST,2025-09-23,FR,,False
LD005615,2025-04-27,event,DEEPAL S07,DLR001,LOST,2025-05-29,DE,,False
LD005616,2025-07-03,website_organic,DEEPAL S07,DLR004,LOST,2025-07-04,DE,,False
LD005617,2025-07-15,live_chat,DEEPAL S07,DLR002,CONTACTED,2025-07-16,GB,,False
LD005618,2025-09-15,dealer_walkin,DEEPAL S07,DLR049,LOST,2025-09-29,GB,,False
LD005619,2025-06-14,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-06-25,GB,,False
LD005620,2025-09-06,website_organic,DEEPAL S07,DLR027,CONTACTED,2025-09-08,GB,,False
LD005621,2025-10-08,phone_enquiry,AVATR 12,DLR045,CONTACTED,2025-10-10,GB,,False
LD005622,2025-05-03,website_organic,DEEPAL S07,DLR005,QUALIFIED,2025-05-22,GB,,True
LD005623,2025-01-14,event,DEEPAL S07,DLR004,LOST,2025-01-18,DE,,False
LD005624,2025-02-06,website_organic,DEEPAL S07,DLR005,LOST,2025-02-10,GB,,False
LD005625,2025-10-20,social_media,DEEPAL S07,DLR028,LOST,2025-11-12,GB,,False
LD005626,2025-09-16,website_organic,DEEPAL S07,DLR019,NEW,2025-09-16,GB,,False
LD005627,2025-10-10,website_organic,DEEPAL S07,DLR040,LOST,2025-10-28,GB,,False
LD005628,2025-08-13,website_organic,DEEPAL S07,DLR003,TD_COMPLETED,2025-09-07,GB,,True
LD005629,2025-09-14,website_organic,DEEPAL S07,DLR011,QUALIFIED,2025-10-06,GB,,True
LD005630,2025-07-02,live_chat,DEEPAL S07,DLR005,CONTACTED,2025-07-07,GB,,False
LD005631,2025-09-08,referral,DEEPAL S07,DLR041,CONTACTED,2025-09-10,GB,,False
LD005632,2025-07-18,website_organic,DEEPAL S07,DLR004,TD_BOOKED,2025-08-05,GB,,True
LD005633,2025-10-10,dealer_walkin,DEEPAL S07,DLR037,QUALIFIED,2025-10-24,DE,,True
LD005634,2025-05-01,website_organic,DEEPAL S07,DLR004,LOST,2025-05-07,GB,,False
LD005635,2025-11-05,event,AVATR 12,DLR024,QUALIFIED,2025-11-17,GB,,True
LD005636,2025-04-18,website_organic,DEEPAL S07,DLR005,LOST,2025-04-22,DE,,False
LD005637,2025-10-17,social_media,DEEPAL S07,DLR025,LOST,2025-10-23,GB,,False
LD005638,2025-07-25,dealer_walkin,DEEPAL S07,DLR004,LOST,2025-08-01,GB,,False
LD005639,2025-12-19,event,DEEPAL S07,DLR014,CONTACTED,2025-12-30,DE,,False
LD005640,2025-09-09,website_organic,DEEPAL S07,DLR049,CONTACTED,2025-09-16,GB,,False
LD005641,2025-09-12,referral,DEEPAL S07,DLR049,CONTACTED,2025-09-20,GB,,False
LD005642,2025-08-25,dealer_walkin,DEEPAL S07,DLR004,NEW,2025-08-25,GB,,False
LD005643,2025-12-25,phone_enquiry,DEEPAL S07,DLR032,NEW,2025-12-25,GB,,False
LD005644,2025-12-26,email_campaign,DEEPAL S05,DLR018,LOST,2025-12-31,GB,,False
LD005645,2025-07-09,website_organic,DEEPAL S07,DLR002,LOST,2025-07-20,GB,,False
LD005646,2025-06-07,email_campaign,DEEPAL S07,DLR002,LOST,2025-06-29,GB,,False
LD005647,2025-03-31,website_organic,DEEPAL S07,DLR003,TD_BOOKED,2025-05-03,GB,,True
LD005648,2025-07-13,live_chat,DEEPAL S07,DLR005,LOST,2025-07-27,GB,,False
LD005649,2025-10-09,phone_enquiry,AVATR 12,DLR036,LOST,2025-10-22,DE,,False
LD005650,2025-09-05,live_chat,DEEPAL S07,DLR019,LOST,2025-09-14,GB,,False
LD005651,2025-10-06,event,DEEPAL S07,DLR025,CONTACTED,2025-10-19,GB,,False
LD005652,2025-09-16,referral,DEEPAL S07,DLR045,LOST,2025-09-23,GB,,False
LD005653,2025-08-25,event,DEEPAL S07,DLR001,LOST,2025-09-16,GB,,False
LD005654,2025-11-16,phone_enquiry,DEEPAL S07,DLR038,LOST,2025-12-10,GB,,False
LD005655,2025-06-24,dealer_walkin,DEEPAL S07,DLR001,TD_BOOKED,2025-07-14,GB,,True
LD005656,2025-08-25,phone_enquiry,DEEPAL S07,DLR004,TD_BOOKED,2025-09-11,GB,,True
LD005657,2025-09-22,dealer_walkin,AVATR 12,DLR016,LOST,2025-10-05,GB,,False
LD005658,2025-09-06,phone_enquiry,AVATR 12,DLR049,LOST,2025-09-09,GB,,False
LD005659,2025-11-01,website_organic,AVATR 12,DLR002,LOST,2025-11-07,GB,,False
LD005660,2025-11-16,referral,DEEPAL S07,DLR014,QUALIFIED,2025-11-28,FR,,True
LD005661,2025-09-02,social_media,AVATR 12,DLR012,NEW,2025-09-02,GB,,False
LD005662,2025-09-01,dealer_walkin,DEEPAL S07,DLR050,LOST,2025-09-11,GB,,False
LD005663,2025-12-02,website_organic,DEEPAL S07,DLR026,QUALIFIED,2025-12-16,GB,,True
LD005664,2025-11-01,dealer_walkin,AVATR 11,DLR013,LOST,2025-11-05,GB,,False
LD005665,2025-08-03,website_organic,DEEPAL S07,DLR002,LOST,2025-08-21,GB,,False
LD005666,2025-10-12,social_media,DEEPAL S07,DLR015,CONTACTED,2025-10-18,DE,,False
LD005667,2025-10-18,website_organic,DEEPAL S07,DLR012,LOST,2025-10-23,GB,,False
LD005668,2025-05-27,email_campaign,DEEPAL S07,DLR002,LOST,2025-06-20,GB,,False
LD005669,2025-09-17,referral,DEEPAL S07,DLR011,CONTACTED,2025-09-20,DE,,False
LD005670,2025-10-07,referral,DEEPAL S07,DLR032,LOST,2025-11-18,GB,,False
LD005671,2025-09-19,social_media,AVATR 12,DLR016,QUALIFIED,2025-10-03,GB,,True
LD005672,2025-09-01,social_media,DEEPAL S07,DLR050,LOST,2025-09-26,GB,,False
LD005673,2025-04-25,referral,DEEPAL S07,DLR002,CONTACTED,2025-05-03,GB,,False
LD005674,2025-11-20,event,DEEPAL S07,DLR002,LOST,2025-11-23,GB,,False
LD005675,2025-08-20,social_media,DEEPAL S07,DLR005,CONTACTED,2025-08-27,GB,,False
LD005676,2025-11-28,website_organic,DEEPAL S07,DLR030,LOST,2025-12-12,DE,,False
LD005677,2025-06-19,phone_enquiry,DEEPAL S07,DLR004,CONTACTED,2025-06-28,GB,,False
LD005678,2025-06-17,social_media,DEEPAL S07,DLR002,QUALIFIED,2025-06-29,GB,,True
LD005679,2025-10-06,dealer_walkin,DEEPAL S07,DLR041,LOST,2025-10-18,GB,,False
LD005680,2025-10-27,phone_enquiry,AVATR 12,DLR036,LOST,2025-11-18,GB,,False
LD005681,2025-11-01,social_media,DEEPAL S07,DLR007,TD_BOOKED,2025-11-30,GB,,True
LD005682,2025-08-24,dealer_walkin,DEEPAL S07,DLR001,LOST,2025-09-15,GB,,False
LD005683,2025-09-28,live_chat,AVATR 12,DLR025,NEW,2025-09-28,GB,,False
LD005684,2025-10-15,dealer_walkin,DEEPAL S07,DLR011,NEW,2025-10-15,DE,,False
LD005685,2025-03-07,dealer_walkin,DEEPAL S07,DLR001,LOST,2025-03-16,GB,,False
LD005686,2025-09-29,referral,DEEPAL S07,DLR030,TD_COMPLETED,2025-11-13,GB,,True
LD005687,2025-08-26,phone_enquiry,DEEPAL S07,DLR004,LOST,2025-09-05,GB,,False
LD005688,2025-08-05,email_campaign,DEEPAL S07,DLR002,LOST,2025-08-15,GB,,False
LD005689,2025-01-04,website_organic,DEEPAL S07,DLR002,CONTACTED,2025-01-11,GB,,False
LD005690,2025-06-17,website_organic,DEEPAL S07,DLR004,NEW,2025-06-17,DE,,False
LD005691,2025-08-19,social_media,DEEPAL S07,DLR005,NEW,2025-08-19,GB,,False
LD005692,2025-05-06,website_organic,DEEPAL S07,DLR004,NEW,2025-05-06,GB,,False
LD005693,2025-09-28,social_media,AVATR 12,DLR050,NEGOTIATION,2025-10-28,GB,lease,True
LD005694,2025-09-10,website_organic,AVATR 12,DLR002,CONTACTED,2025-09-14,DE,,False
LD005695,2025-11-11,website_organic,DEEPAL S07,DLR003,NEW,2025-11-11,DE,,False
LD005696,2025-06-24,referral,DEEPAL S07,DLR001,CONTACTED,2025-06-27,GB,,False
LD005697,2025-03-30,phone_enquiry,DEEPAL S07,DLR004,QUALIFIED,2025-04-11,DE,,True
LD005698,2025-05-31,email_campaign,DEEPAL S07,DLR001,CONTACTED,2025-06-10,DE,,False
LD005699,2025-11-12,dealer_walkin,DEEPAL S07,DLR043,LOST,2025-11-13,GB,,False
LD005700,2025-11-17,website_organic,DEEPAL S07,DLR023,LOST,2025-12-04,GB,,False
LD005701,2025-07-05,social_media,DEEPAL S07,DLR003,CONTACTED,2025-07-18,FR,,False
LD005702,2025-07-24,event,DEEPAL S07,DLR004,QUALIFIED,2025-08-09,FR,,True
LD005703,2025-09-14,website_organic,DEEPAL S07,DLR027,TD_BOOKED,2025-10-06,GB,,True
LD005704,2025-10-06,phone_enquiry,DEEPAL S07,DLR032,QUALIFIED,2025-10-20,GB,,True
LD005705,2025-12-04,event,DEEPAL S07,DLR013,NEW,2025-12-04,GB,,False
LD005706,2025-09-04,phone_enquiry,AVATR 12,DLR049,NEW,2025-09-04,GB,,False
LD005707,2025-12-10,live_chat,DEEPAL S07,DLR007,LOST,2025-12-23,GB,,False
LD005708,2025-04-09,website_organic,DEEPAL S07,DLR005,NEGOTIATION,2025-05-24,GB,PCP,True
LD005709,2025-09-21,social_media,DEEPAL S07,DLR012,LOST,2025-10-14,GB,,False
LD005710,2025-11-25,social_media,DEEPAL S07,DLR042,TD_BOOKED,2025-12-31,GB,,True
LD005711,2025-10-31,website_organic,DEEPAL S07,DLR037,CONTACTED,2025-11-02,GB,,False
LD005712,2025-06-27,dealer_walkin,DEEPAL S07,DLR004,QUALIFIED,2025-07-12,GB,,True
LD005713,2025-11-07,event,DEEPAL S07,DLR019,LOST,2025-11-23,GB,,False
LD005714,2025-09-05,social_media,DEEPAL S07,DLR019,CONTACTED,2025-09-17,GB,,False
LD005715,2025-08-12,dealer_walkin,DEEPAL S07,DLR003,QUALIFIED,2025-09-03,GB,,True
LD005716,2025-01-19,live_chat,DEEPAL S07,DLR002,NEW,2025-01-19,GB,,False
LD005717,2025-08-23,event,DEEPAL S07,DLR001,CONTACTED,2025-08-25,GB,,False
LD005718,2025-01-03,website_organic,DEEPAL S07,DLR001,TD_BOOKED,2025-01-23,FR,,True
LD005719,2025-09-03,website_organic,DEEPAL S07,DLR019,LOST,2025-09-16,DE,,False
LD005720,2025-10-02,website_organic,DEEPAL S07,DLR002,LOST,2025-10-05,GB,,False
LD005721,2025-12-03,event,DEEPAL S07,DLR001,TD_BOOKED,2025-12-21,GB,,True
LD005722,2025-11-24,website_organic,AVATR 12,DLR007,LOST,2025-12-10,FR,,False
LD005723,2025-10-23,live_chat,DEEPAL S07,DLR037,CONTACTED,2025-10-27,GB,,False
LD005724,2025-07-15,social_media,DEEPAL S07,DLR003,LOST,2025-07-18,GB,,False
LD005725,2025-03-10,event,DEEPAL S07,DLR005,LOST,2025-03-22,GB,,False
LD005726,2025-09-10,referral,DEEPAL S07,DLR002,LOST,2025-09-16,DE,,False
LD005727,2025-11-13,dealer_walkin,AVATR 12,DLR019,CONTACTED,2025-11-14,GB,,False
LD005728,2025-10-06,website_organic,DEEPAL S07,DLR012,NEW,2025-10-06,DE,,False
LD005729,2025-12-19,email_campaign,DEEPAL S07,DLR018,LOST,2025-12-31,GB,,False
LD005730,2025-07-16,event,DEEPAL S07,DLR004,LOST,2025-08-05,DE,,False
LD005731,2025-02-06,social_media,DEEPAL S07,DLR002,NEW,2025-02-06,GB,,False
LD005732,2025-06-15,website_organic,DEEPAL S07,DLR004,LOST,2025-07-16,DE,,False
LD005733,2025-09-17,dealer_walkin,DEEPAL S07,DLR024,CONTACTED,2025-09-26,FR,,False
LD005734,2025-08-08,website_organic,DEEPAL S07,DLR001,CONTACTED,2025-08-12,GB,,False
LD005735,2025-09-13,referral,DEEPAL S07,DLR016,CONTACTED,2025-09-14,FR,,False
LD005736,2025-07-06,dealer_walkin,DEEPAL S07,DLR005,CONTACTED,2025-07-11,GB,,False
LD005737,2025-11-07,email_campaign,AVATR 11,DLR009,QUALIFIED,2025-11-21,FR,,True
LD005738,2025-08-05,social_media,DEEPAL S07,DLR005,NEW,2025-08-05,GB,,False
LD005739,2025-09-04,referral,DEEPAL S07,DLR012,TD_COMPLETED,2025-10-03,DE,,True
LD005740,2025-05-25,phone_enquiry,DEEPAL S07,DLR001,NEW,2025-05-25,GB,,False
LD005741,2025-05-19,website_organic,DEEPAL S07,DLR002,NEW,2025-05-19,GB,,False
LD005742,2025-11-21,website_organic,DEEPAL S07,DLR040,LOST,2025-12-16,FR,,False
LD005743,2025-09-02,dealer_walkin,DEEPAL S07,DLR012,QUALIFIED,2025-09-08,GB,,True
LD005744,2025-12-05,phone_enquiry,AVATR 12,DLR036,NEW,2025-12-05,GB,,False
LD005745,2025-11-23,social_media,AVATR 12,DLR038,CONTACTED,2025-11-25,GB,,False
LD005746,2025-09-30,social_media,DEEPAL S07,DLR021,LOST,2025-10-12,GB,,False
LD005747,2025-08-31,social_media,DEEPAL S07,DLR002,LOST,2025-09-19,GB,,False
LD005748,2025-11-23,email_campaign,DEEPAL S07,DLR049,QUALIFIED,2025-12-15,GB,,True
LD005749,2025-09-05,website_organic,DEEPAL S07,DLR049,NEW,2025-09-05,GB,,False
LD005750,2025-05-13,website_organic,DEEPAL S07,DLR004,TD_COMPLETED,2025-06-09,GB,,True
LD005751,2025-12-22,referral,DEEPAL S07,DLR026,LOST,2025-12-23,GB,,False
LD005752,2025-10-11,referral,AVATR 12,DLR022,LOST,2025-10-22,FR,,False
LD005753,2025-11-10,email_campaign,DEEPAL S07,DLR017,CONTACTED,2025-11-14,GB,,False
LD005754,2025-01-15,live_chat,DEEPAL S07,DLR001,LOST,2025-02-06,GB,,False
LD005755,2025-11-11,dealer_walkin,DEEPAL S07,DLR013,LOST,2025-11-29,GB,,False
LD005756,2025-05-23,phone_enquiry,DEEPAL S07,DLR004,CONTACTED,2025-05-27,GB,,False
LD005757,2025-08-08,website_organic,DEEPAL S07,DLR002,TD_COMPLETED,2025-09-06,GB,,True
LD005758,2025-10-17,email_campaign,DEEPAL S07,DLR021,LOST,2025-10-25,GB,,False
LD005759,2025-11-27,website_organic,DEEPAL S07,DLR002,LOST,2025-12-18,GB,,False
LD005760,2025-05-28,event,DEEPAL S07,DLR005,TD_COMPLETED,2025-07-08,GB,,True
LD005761,2025-08-19,website_organic,DEEPAL S07,DLR003,LOST,2025-09-18,GB,,False
LD005762,2025-07-27,event,DEEPAL S07,DLR003,TD_BOOKED,2025-08-14,GB,,True
LD005763,2025-11-29,dealer_walkin,DEEPAL S07,DLR047,TD_BOOKED,2025-12-19,GB,,True
LD005764,2025-11-19,referral,DEEPAL S07,DLR023,CONTACTED,2025-11-25,GB,,False
LD005765,2025-07-30,website_organic,DEEPAL S07,DLR002,CONTACTED,2025-08-09,DE,,False
LD005766,2025-09-04,referral,AVATR 12,DLR002,NEW,2025-09-04,GB,,False
LD005767,2025-11-10,social_media,AVATR 12,DLR006,CONTACTED,2025-11-17,GB,,False
LD005768,2025-07-14,referral,DEEPAL S07,DLR005,LOST,2025-08-10,DE,,False
LD005769,2025-09-13,website_organic,DEEPAL S07,DLR049,QUALIFIED,2025-09-29,GB,,True
LD005770,2025-09-20,website_organic,DEEPAL S07,DLR019,LOST,2025-10-02,GB,,False
LD005771,2025-07-21,email_campaign,DEEPAL S07,DLR002,LOST,2025-08-04,GB,,False
LD005772,2025-12-20,website_organic,AVATR 11,DLR048,CONTACTED,2025-12-31,GB,,False
LD005773,2025-09-17,email_campaign,DEEPAL S07,DLR011,CONTACTED,2025-09-21,DE,,False
LD005774,2025-11-29,dealer_walkin,DEEPAL S07,DLR050,LOST,2025-12-12,GB,,False
LD005775,2025-09-17,website_organic,AVATR 12,DLR021,QUALIFIED,2025-09-23,FR,,True
LD005776,2025-04-14,dealer_walkin,DEEPAL S07,DLR001,CONTACTED,2025-04-21,GB,,False
LD005777,2025-06-01,email_campaign,DEEPAL S07,DLR005,LOST,2025-06-28,GB,,False
LD005778,2025-09-14,dealer_walkin,DEEPAL S07,DLR019,LOST,2025-09-24,GB,,False
LD005779,2025-09-27,referral,DEEPAL S07,DLR015,NEW,2025-09-27,DE,,False
LD005780,2025-09-03,dealer_walkin,DEEPAL S07,DLR019,NEW,2025-09-03,DE,,False
LD005781,2025-12-21,website_organic,DEEPAL S07,DLR035,LOST,2025-12-22,DE,,False
LD005782,2025-08-26,live_chat,DEEPAL S07,DLR003,QUALIFIED,2025-08-30,GB,,True
LD005783,2025-04-05,website_organic,DEEPAL S07,DLR003,LOST,2025-04-07,GB,,False
LD005784,2025-07-18,dealer_walkin,DEEPAL S07,DLR005,LOST,2025-07-27,GB,,False
LD005785,2025-02-20,event,DEEPAL S07,DLR002,LOST,2025-03-02,GB,,False
LD005786,2025-12-26,phone_enquiry,AVATR 12,DLR022,CONTACTED,2025-12-31,GB,,False
LD005787,2025-05-02,phone_enquiry,DEEPAL S07,DLR004,QUALIFIED,2025-05-14,FR,,True
LD005788,2025-07-16,website_organic,DEEPAL S07,DLR001,LOST,2025-07-30,GB,,False
LD005789,2025-01-25,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-02-05,GB,,False
LD005790,2025-09-02,website_organic,DEEPAL S07,DLR050,NEW,2025-09-02,DE,,False
LD005791,2025-09-05,social_media,DEEPAL S07,DLR050,LOST,2025-09-08,DE,,False
LD005792,2025-09-07,social_media,DEEPAL S07,DLR027,CONTACTED,2025-09-10,FR,,False
LD005793,2025-11-30,phone_enquiry,DEEPAL S07,DLR005,LOST,2025-12-03,FR,,False
LD005794,2025-10-26,referral,AVATR 12,DLR032,NEW,2025-10-26,FR,,False
LD005795,2025-07-14,event,DEEPAL S07,DLR005,LOST,2025-07-25,GB,,False
LD005796,2025-01-11,website_organic,DEEPAL S07,DLR005,CONTACTED,2025-01-24,GB,,False
LD005797,2025-10-05,dealer_walkin,DEEPAL S07,DLR028,QUALIFIED,2025-10-29,GB,,True
LD005798,2025-10-11,live_chat,DEEPAL S07,DLR023,CONTACTED,2025-10-22,DE,,False
LD005799,2025-09-20,dealer_walkin,DEEPAL S07,DLR001,CONTACTED,2025-10-03,GB,,False
LD005800,2025-10-24,referral,AVATR 11,DLR043,LOST,2025-11-07,FR,,False
LD005801,2025-11-23,dealer_walkin,AVATR 12,DLR013,NEW,2025-11-23,DE,,False
LD005802,2025-09-02,email_campaign,AVATR 12,DLR012,LOST,2025-09-03,GB,,False
LD005803,2025-11-25,live_chat,DEEPAL S07,DLR017,LOST,2025-11-27,GB,,False
LD005804,2025-10-29,live_chat,DEEPAL S07,DLR031,NEW,2025-10-29,GB,,False
LD005805,2025-12-10,social_media,AVATR 12,DLR046,NEW,2025-12-10,GB,,False
LD005806,2025-09-09,live_chat,AVATR 12,DLR037,TD_BOOKED,2025-09-24,GB,,True
LD005807,2025-11-20,event,AVATR 12,DLR020,CONTACTED,2025-11-26,GB,,False
LD005808,2025-09-05,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-09-18,GB,,False
LD005809,2025-07-02,referral,DEEPAL S07,DLR004,CONTACTED,2025-07-10,GB,,False
LD005810,2025-09-25,social_media,AVATR 12,DLR024,QUALIFIED,2025-10-13,GB,,True
LD005811,2025-10-14,dealer_walkin,AVATR 12,DLR011,QUALIFIED,2025-11-02,DE,,True
LD005812,2025-09-30,dealer_walkin,DEEPAL S07,DLR050,NEW,2025-09-30,GB,,False
LD005813,2025-05-28,website_organic,DEEPAL S07,DLR003,QUALIFIED,2025-06-10,GB,,True
LD005814,2025-04-01,website_organic,DEEPAL S07,DLR001,NEW,2025-04-01,GB,,False
LD005815,2025-01-25,live_chat,DEEPAL S07,DLR002,NEW,2025-01-25,DE,,False
LD005816,2025-07-18,social_media,DEEPAL S07,DLR003,NEW,2025-07-18,GB,,False
LD005817,2025-04-18,event,DEEPAL S07,DLR004,LOST,2025-04-28,GB,,False
LD005818,2025-07-08,dealer_walkin,DEEPAL S07,DLR005,QUALIFIED,2025-07-28,GB,,True
LD005819,2025-04-27,dealer_walkin,DEEPAL S07,DLR004,LOST,2025-05-20,GB,,False
LD005820,2025-09-14,website_organic,DEEPAL S07,DLR027,NEW,2025-09-14,GB,,False
LD005821,2025-11-01,social_media,AVATR 11,DLR030,NEW,2025-11-01,GB,,False
LD005822,2025-08-30,phone_enquiry,DEEPAL S07,DLR005,TD_COMPLETED,2025-09-25,DE,,True
LD005823,2025-12-26,event,DEEPAL S07,DLR008,CONTACTED,2025-12-31,GB,,False
LD005824,2025-11-05,phone_enquiry,AVATR 11,DLR050,TD_BOOKED,2025-11-25,DE,,True
LD005825,2025-12-13,phone_enquiry,DEEPAL S07,DLR004,CONTACTED,2025-12-26,GB,,False
LD005826,2025-08-08,email_campaign,DEEPAL S07,DLR005,CONTACTED,2025-08-18,GB,,False
LD005827,2025-09-01,phone_enquiry,DEEPAL S07,DLR012,QUALIFIED,2025-09-14,GB,,True
LD005828,2025-09-10,live_chat,AVATR 12,DLR050,LOST,2025-09-29,GB,,False
LD005829,2025-11-12,referral,DEEPAL S07,DLR001,LOST,2025-11-18,GB,,False
LD005830,2025-11-08,website_organic,AVATR 11,DLR018,LOST,2025-12-09,DE,,False
LD005831,2025-12-28,website_organic,DEEPAL S07,DLR016,NEW,2025-12-28,GB,,False
LD005832,2025-09-07,dealer_walkin,DEEPAL S07,DLR041,LOST,2025-09-13,GB,,False
LD005833,2025-01-26,website_organic,DEEPAL S07,DLR001,NEW,2025-01-26,FR,,False
LD005834,2025-09-30,website_organic,DEEPAL S07,DLR040,LOST,2025-10-28,DE,,False
LD005835,2025-12-21,social_media,DEEPAL S07,DLR041,LOST,2025-12-28,GB,,False
LD005836,2025-04-15,social_media,DEEPAL S07,DLR001,LOST,2025-04-19,GB,,False
LD005837,2025-08-27,referral,DEEPAL S07,DLR005,QUALIFIED,2025-08-31,GB,,True
LD005838,2025-04-06,social_media,DEEPAL S07,DLR001,CONTACTED,2025-04-09,GB,,False
LD005839,2025-10-17,referral,DEEPAL S07,DLR041,NEW,2025-10-17,GB,,False
LD005840,2025-09-07,social_media,DEEPAL S07,DLR027,LOST,2025-09-17,GB,,False
LD005841,2025-10-19,referral,DEEPAL S07,DLR032,QUALIFIED,2025-10-28,GB,,True
LD005842,2025-12-17,referral,DEEPAL S07,DLR029,NEW,2025-12-17,GB,,False
LD005843,2025-06-27,live_chat,DEEPAL S07,DLR004,QUALIFIED,2025-07-09,GB,,True
LD005844,2025-12-14,social_media,DEEPAL S07,DLR032,CONTACTED,2025-12-21,GB,,False
LD005845,2025-10-14,website_organic,AVATR 12,DLR028,QUALIFIED,2025-11-03,GB,,True
LD005846,2025-10-13,website_organic,DEEPAL S07,DLR050,QUALIFIED,2025-10-30,GB,,True
LD005847,2025-07-12,social_media,DEEPAL S07,DLR003,LOST,2025-07-28,DE,,False
LD005848,2025-10-18,dealer_walkin,DEEPAL S07,DLR032,QUALIFIED,2025-10-25,DE,,True
LD005849,2025-09-29,event,DEEPAL S07,DLR022,NEW,2025-09-29,FR,,False
LD005850,2025-11-08,phone_enquiry,DEEPAL S07,DLR048,NEW,2025-11-08,GB,,False
LD005851,2025-09-03,dealer_walkin,DEEPAL S07,DLR049,QUALIFIED,2025-09-18,GB,,True
LD005852,2025-10-29,referral,DEEPAL S07,DLR024,NEW,2025-10-29,GB,,False
LD005853,2025-09-28,event,AVATR 12,DLR013,NEW,2025-09-28,GB,,False
LD005854,2025-01-18,phone_enquiry,DEEPAL S07,DLR004,LOST,2025-02-15,GB,,False
LD005855,2025-04-25,referral,DEEPAL S07,DLR003,LOST,2025-04-30,GB,,False
LD005856,2025-07-08,social_media,DEEPAL S07,DLR001,LOST,2025-08-04,GB,,False
LD005857,2025-01-21,event,DEEPAL S07,DLR005,CONTACTED,2025-01-31,GB,,False
LD005858,2025-08-11,live_chat,DEEPAL S07,DLR003,QUALIFIED,2025-08-25,GB,,True
LD005859,2025-02-16,live_chat,DEEPAL S07,DLR002,CONTACTED,2025-02-18,GB,,False
LD005860,2025-08-05,website_organic,DEEPAL S07,DLR004,QUALIFIED,2025-08-26,GB,,True
LD005861,2025-09-13,email_campaign,DEEPAL S07,DLR016,QUALIFIED,2025-09-29,GB,,True
LD005862,2025-11-17,phone_enquiry,AVATR 12,DLR039,TD_BOOKED,2025-12-12,GB,,True
LD005863,2025-09-10,website_organic,DEEPAL S07,DLR049,LOST,2025-09-28,GB,,False
LD005864,2025-09-10,social_media,DEEPAL S07,DLR037,NEW,2025-09-10,GB,,False
LD005865,2025-04-10,event,DEEPAL S07,DLR001,LOST,2025-04-17,DE,,False
LD005866,2025-12-21,dealer_walkin,DEEPAL S07,DLR044,TD_BOOKED,2025-12-31,GB,,True
LD005867,2025-09-08,social_media,AVATR 12,DLR024,CONTACTED,2025-09-17,DE,,False
LD005868,2025-08-11,referral,DEEPAL S07,DLR005,LOST,2025-09-03,GB,,False
LD005869,2025-10-12,referral,AVATR 12,DLR002,LOST,2025-10-14,GB,,False
LD005870,2025-11-03,event,AVATR 12,DLR033,CONTACTED,2025-11-10,GB,,False
LD005871,2025-11-23,email_campaign,DEEPAL S07,DLR038,LOST,2025-12-07,GB,,False
LD005872,2025-08-14,event,DEEPAL S07,DLR003,NEW,2025-08-14,GB,,False
LD005873,2025-10-20,dealer_walkin,DEEPAL S07,DLR019,QUALIFIED,2025-11-12,GB,,True
LD005874,2025-09-20,website_organic,DEEPAL S07,DLR027,TD_COMPLETED,2025-10-15,FR,,True
LD005875,2025-10-18,phone_enquiry,DEEPAL S07,DLR038,LOST,2025-10-29,DE,,False
LD005876,2025-07-03,event,DEEPAL S07,DLR005,CONTACTED,2025-07-14,GB,,False
LD005877,2025-03-25,live_chat,DEEPAL S07,DLR005,NEW,2025-03-25,GB,,False
LD005878,2025-09-04,dealer_walkin,DEEPAL S07,DLR019,LOST,2025-09-23,GB,,False
LD005879,2025-08-17,social_media,DEEPAL S07,DLR001,LOST,2025-08-31,DE,,False
LD005880,2025-12-03,phone_enquiry,DEEPAL S07,DLR009,LOST,2025-12-15,DE,,False
LD005881,2025-06-28,phone_enquiry,DEEPAL S07,DLR002,LOST,2025-07-12,DE,,False
LD005882,2025-01-15,website_organic,DEEPAL S07,DLR003,CONTACTED,2025-01-20,GB,,False
LD005883,2025-11-21,referral,DEEPAL S07,DLR011,QUALIFIED,2025-11-26,GB,,True
LD005884,2025-05-06,email_campaign,DEEPAL S07,DLR003,LOST,2025-05-26,GB,,False
LD005885,2025-11-04,live_chat,DEEPAL S07,DLR026,LOST,2025-11-15,GB,,False
LD005886,2025-05-11,dealer_walkin,DEEPAL S07,DLR001,CONTACTED,2025-05-19,FR,,False
LD005887,2025-12-25,website_organic,DEEPAL S07,DLR004,LOST,2025-12-31,DE,,False
LD005888,2025-07-16,website_organic,DEEPAL S07,DLR001,QUALIFIED,2025-07-31,DE,,True
