date,channel,device,sessions,users,new_users,bounce_rate,avg_session_duration_sec,pages_per_session,configurator_starts
2025-07-13,social_organic,mobile,856,728,412,0.3878,67.1,4.29,38
2025-07-13,social_organic,tablet,153,124,64,0.4221,45.9,2.43,5
2025-07-14,social_paid,tablet,244,212,139,0.3901,99.9,1.83,10
2025-07-14,social_paid,mobile,1374,1111,629,0.6429,113.4,4.89,50
2025-07-14,social_paid,desktop,896,787,512,0.548,86.5,3.62,30
2025-07-14,display,tablet,128,113,56,0.5902,138.9,2.51,4
2025-07-14,display,mobile,664,523,343,0.5264,78.5,3.48,14
2025-07-14,display,desktop,412,353,187,0.6586,298.7,4.67,17
2025-07-14,social_organic,tablet,129,117,66,0.435,39.6,4.15,4
2025-07-14,social_organic,mobile,745,602,514,0.6621,75.5,3.9,17
2025-07-14,social_organic,desktop,470,360,223,0.6115,62.1,3.12,11
2025-07-14,paid_search,tablet,320,256,219,0.6481,173.9,4.6,9
2025-07-14,paid_search,mobile,1906,1734,1246,0.374,166.1,2.2,40
2025-07-14,paid_search,desktop,1161,1013,654,0.3183,263.0,1.76,45
2025-07-14,referral,tablet,69,58,44,0.5326,188.6,2.6,2
2025-07-14,referral,mobile,494,391,334,0.4691,286.5,2.46,10
2025-07-14,referral,desktop,280,216,117,0.5089,282.1,4.53,6
2025-07-15,paid_search,mobile,2743,2415,1696,0.579,280.7,2.1,123
2025-07-15,paid_search,desktop,1767,1332,1050,0.4971,76.6,1.86,56
2025-07-15,email,mobile,693,601,421,0.3321,208.3,1.78,22
2025-07-15,email,desktop,452,421,213,0.6918,70.4,2.56,18
2025-07-15,organic_search,mobile,3580,3327,2472,0.359,130.6,4.27,170
2025-07-15,organic_search,desktop,2220,1754,1436,0.3291,149.9,2.34,50
2025-07-15,direct,mobile,2043,1734,1097,0.4231,76.7,4.87,96
2025-07-15,direct,desktop,1303,1216,798,0.6157,114.9,4.84,36
2025-07-15,display,mobile,1005,926,604,0.5798,80.8,3.22,24
2025-07-15,display,desktop,614,509,302,0.506,103.9,3.44,17
2025-07-15,social_paid,mobile,2078,1688,1354,0.5387,63.0,4.52,44
2025-07-15,social_paid,desktop,1320,1101,899,0.4098,112.3,3.77,64
2025-07-16,organic_search,mobile,1452,1131,684,0.5417,250.1,4.46,67
2025-07-16,organic_search,tablet,252,234,118,0.6862,146.5,3.76,7
2025-07-16,organic_search,desktop,903,787,469,0.3543,156.5,2.69,24
2025-07-16,paid_search,mobile,1199,969,497,0.4541,105.4,3.49,36
2025-07-16,paid_search,tablet,232,200,98,0.3717,260.3,2.7,8
2025-07-16,paid_search,desktop,757,681,458,0.3279,82.2,3.41,27
2025-07-16,display,mobile,427,356,239,0.5481,299.5,4.97,9
2025-07-16,display,tablet,84,71,51,0.3866,116.3,1.73,3
2025-07-16,display,desktop,289,228,145,0.6639,278.6,1.88,7
2025-07-16,social_organic,mobile,472,386,299,0.4182,62.0,2.4,10
2025-07-16,social_organic,tablet,86,79,54,0.5263,55.7,3.44,2
2025-07-16,social_organic,desktop,301,229,208,0.636,49.9,3.85,8
2025-07-16,referral,mobile,302,250,203,0.3562,132.9,4.35,7
2025-07-16,referral,tablet,54,45,24,0.5548,169.5,2.75,1
2025-07-16,referral,desktop,168,156,99,0.4081,114.2,4.42,6
2025-07-16,direct,mobile,852,721,369,0.5808,122.6,2.28,28
2025-07-16,direct,tablet,144,128,90,0.6921,198.3,3.9,6
2025-07-16,direct,desktop,537,456,341,0.4537,217.4,4.33,21
2025-07-17,paid_search,tablet,510,438,334,0.3632,90.1,3.55,19
2025-07-17,paid_search,desktop,1783,1601,1245,0.431,89.5,1.57,54
2025-07-17,social_paid,tablet,399,357,225,0.5845,69.5,3.01,14
2025-07-17,social_paid,desktop,1355,1017,865,0.5231,93.2,4.52,40
2025-07-17,direct,tablet,368,302,234,0.4543,194.5,4.09,13
2025-07-17,direct,desktop,1224,968,810,0.3502,281.4,4.8,29
2025-07-17,display,tablet,178,166,90,0.5873,236.8,2.38,4
2025-07-17,display,desktop,614,474,273,0.65,283.4,4.08,21
2025-07-17,email,tablet,137,110,91,0.6822,212.3,4.28,6
2025-07-17,email,desktop,444,350,250,0.3137,162.4,3.49,16
2025-07-17,organic_search,tablet,582,447,233,0.6425,75.9,3.75,14
2025-07-17,organic_search,desktop,2218,1907,1045,0.6223,230.2,3.9,56
2025-07-18,social_organic,mobile,842,666,588,0.6584,43.3,3.62,20
2025-07-18,social_organic,tablet,151,125,80,0.6616,47.5,3.45,4
2025-07-18,social_organic,desktop,575,500,260,0.325,52.9,3.59,12
2025-07-18,organic_search,mobile,2680,2468,1104,0.6946,186.0,3.58,100
2025-07-18,organic_search,tablet,523,398,212,0.3374,226.7,3.54,17
2025-07-18,organic_search,desktop,1688,1444,885,0.4715,165.6,3.59,51
2025-07-18,paid_search,mobile,2165,1986,1349,0.6877,274.2,4.55,66
2025-07-18,paid_search,tablet,427,391,173,0.5139,85.4,2.03,14
2025-07-18,paid_search,desktop,1393,1090,938,0.3912,169.8,2.32,38
2025-07-18,referral,mobile,539,508,265,0.4002,121.1,3.1,21
2025-07-18,referral,tablet,100,94,68,0.5862,191.9,3.48,4
2025-07-18,referral,desktop,348,295,156,0.4075,134.8,4.16,10
2025-07-18,email,mobile,556,515,289,0.4281,196.8,3.53,23
2025-07-18,email,tablet,83,76,33,0.4405,162.6,3.06,2
2025-07-18,email,desktop,371,296,182,0.3898,126.4,3.13,10
2025-07-18,direct,mobile,1560,1382,751,0.591,263.9,1.78,37
2025-07-18,direct,tablet,300,278,198,0.3873,230.2,3.0,13
2025-07-18,direct,desktop,1015,938,596,0.3485,183.7,2.62,32
2025-07-19,direct,tablet,1099,901,482,0.6657,156.1,1.98,41
2025-07-19,direct,desktop,3902,2966,2029,0.4183,145.0,4.63,117
2025-07-19,paid_search,tablet,1497,1176,1047,0.3574,73.0,2.11,47
2025-07-19,paid_search,desktop,4980,4047,2891,0.4852,222.8,2.41,104
2025-07-19,display,tablet,501,415,270,0.4273,150.7,2.2,10
2025-07-19,display,desktop,1771,1420,1195,0.4282,191.5,1.88,75
2025-07-19,social_paid,tablet,1126,1004,642,0.3696,60.8,3.49,34
2025-07-19,social_paid,desktop,3912,3123,1659,0.6172,56.8,3.63,170
2025-07-19,email,tablet,346,271,223,0.5396,173.8,4.59,8
2025-07-19,email,desktop,1314,1242,823,0.5097,237.7,2.57,40
2025-07-19,referral,tablet,358,289,185,0.482,110.1,3.99,7
2025-07-19,referral,desktop,1270,1071,765,0.3238,240.9,1.78,28
2025-07-20,direct,mobile,2428,2007,1276,0.3915,72.7,4.94,94
2025-07-20,direct,tablet,427,389,211,0.5345,135.2,1.53,10
2025-07-20,direct,desktop,1564,1285,1051,0.4148,107.9,3.28,70
2025-07-20,paid_search,mobile,3178,2679,2114,0.4207,99.9,3.13,65
2025-07-20,paid_search,tablet,631,596,359,0.6846,130.6,2.79,23
2025-07-20,paid_search,desktop,2027,1717,918,0.6397,252.2,3.79,59
2025-07-20,organic_search,mobile,3976,3027,1913,0.5674,268.6,3.71,144
2025-07-20,organic_search,tablet,709,546,461,0.4571,116.7,3.52,23
2025-07-20,organic_search,desktop,2412,2120,1000,0.3039,97.2,4.18,108
2025-07-20,display,mobile,1084,1012,723,0.4203,124.9,2.42,48
2025-07-20,display,tablet,197,183,128,0.3875,257.9,1.72,6
2025-07-20,display,desktop,715,602,371,0.5521,272.5,4.04,34
2025-07-20,email,mobile,821,710,378,0.6808,191.2,2.54,27
2025-07-20,email,tablet,157,125,76,0.6471,151.2,3.2,5
2025-07-20,email,desktop,509,416,314,0.632,164.8,4.78,20
2025-07-20,referral,mobile,839,646,412,0.5569,248.9,4.26,22
2025-07-20,referral,tablet,139,106,59,0.6856,93.2,2.18,6
2025-07-20,referral,desktop,511,444,245,0.4195,247.4,4.42,24
2025-07-21,referral,desktop,336,312,136,0.3441,181.1,4.12,10
2025-07-21,referral,mobile,497,455,313,0.4695,110.1,4.41,11
2025-07-21,referral,tablet,100,92,44,0.5245,264.1,1.82,3
2025-07-21,email,desktop,355,288,243,0.409,100.7,2.61,11
2025-07-21,email,mobile,498,410,282,0.3309,169.7,2.7,24
2025-07-21,email,tablet,90,78,46,0.3857,178.9,2.29,2
2025-07-21,direct,desktop,1019,925,614,0.3932,234.6,2.44,30
2025-07-21,direct,mobile,1603,1362,1072,0.3974,167.4,3.22,65
2025-07-21,direct,tablet,264,227,108,0.6871,265.1,3.56,11
2025-07-21,paid_search,desktop,1344,1031,737,0.651,177.3,1.83,43
2025-07-21,paid_search,mobile,1992,1626,808,0.4317,149.5,4.88,78
2025-07-21,paid_search,tablet,381,331,161,0.3663,242.6,4.07,8
2025-07-21,display,desktop,480,368,262,0.6522,299.4,3.7,13
2025-07-21,display,mobile,765,696,348,0.4146,186.0,4.38,32
2025-07-21,display,tablet,136,107,54,0.6741,275.8,4.72,3
2025-07-21,organic_search,desktop,1625,1387,1030,0.4532,94.8,2.04,65
2025-07-21,organic_search,mobile,2559,2372,1175,0.5435,118.2,1.65,103
2025-07-21,organic_search,tablet,459,400,221,0.5202,190.3,2.93,15
2025-07-22,paid_search,mobile,3055,2750,1528,0.4345,64.3,2.01,119
2025-07-22,paid_search,desktop,1894,1567,1005,0.3572,122.0,2.07,87
2025-07-22,display,mobile,1092,1021,656,0.505,281.2,3.96,33
2025-07-22,display,desktop,708,624,386,0.3372,162.3,2.71,17
2025-07-22,referral,mobile,771,691,453,0.6128,208.8,2.21,15
2025-07-22,referral,desktop,453,409,238,0.5564,142.5,4.77,21
2025-07-22,social_organic,mobile,1223,1028,544,0.6233,48.5,4.58,40
2025-07-22,social_organic,desktop,722,591,344,0.4998,65.2,3.07,28
2025-07-22,organic_search,mobile,3721,3466,2150,0.5273,144.9,1.77,155
2025-07-22,organic_search,desktop,2382,2230,959,0.4903,65.7,1.81,49
2025-07-22,social_paid,mobile,2370,2100,1183,0.687,69.1,2.39,64
2025-07-22,social_paid,desktop,1383,1243,753,0.677,108.9,2.43,30
2025-07-23,display,mobile,615,535,327,0.3358,143.4,3.41,17
2025-07-23,display,tablet,106,91,46,0.4696,112.3,3.3,2
2025-07-23,display,desktop,421,317,235,0.3019,241.1,2.37,17
2025-07-23,social_paid,mobile,1254,1043,601,0.6499,109.7,2.32,30
2025-07-23,social_paid,tablet,239,179,132,0.3307,92.8,2.5,10
2025-07-23,social_paid,desktop,818,729,523,0.6792,119.0,3.99,37
2025-07-23,paid_search,mobile,1673,1523,770,0.6869,230.0,2.22,45
2025-07-23,paid_search,tablet,334,297,136,0.5194,211.5,3.3,7
2025-07-23,paid_search,desktop,1111,1041,547,0.4397,95.2,2.75,50
2025-07-23,social_organic,mobile,660,541,399,0.6531,52.3,2.72,17
2025-07-23,social_organic,tablet,124,98,63,0.466,74.5,2.21,5
2025-07-23,social_organic,desktop,481,361,246,0.3955,47.0,2.01,21
2025-07-23,direct,mobile,1241,1113,590,0.3305,223.7,1.73,56
2025-07-23,direct,tablet,217,168,108,0.4957,82.3,4.32,5
2025-07-23,direct,desktop,819,676,370,0.593,240.0,2.46,17
2025-07-23,referral,mobile,405,356,252,0.4521,261.4,3.92,15
2025-07-23,referral,tablet,79,64,42,0.4452,60.2,3.7,1
2025-07-23,referral,desktop,277,245,193,0.4401,155.2,3.4,10
2025-07-24,social_organic,desktop,523,439,290,0.4957,50.9,2.99,20
2025-07-24,social_organic,mobile,874,774,578,0.598,71.4,4.36,34
2025-07-24,social_paid,desktop,993,903,584,0.4617,47.6,4.26,44
2025-07-24,social_paid,mobile,1675,1391,721,0.3417,49.5,3.57,72
2025-07-24,referral,desktop,352,279,245,0.4321,263.3,2.79,13
2025-07-24,referral,mobile,564,461,339,0.5421,81.4,2.3,26
2025-07-24,paid_search,desktop,1300,1113,727,0.6789,132.9,2.38,56
2025-07-24,paid_search,mobile,2090,1792,1339,0.3835,136.8,2.16,91
2025-07-24,organic_search,desktop,1645,1247,853,0.5493,252.6,2.48,64
2025-07-24,organic_search,mobile,2644,2476,1331,0.5687,213.0,3.51,70
2025-07-25,social_paid,tablet,828,640,512,0.354,60.3,4.0,30
2025-07-25,social_paid,mobile,4495,3822,3086,0.6534,71.5,3.78,174
2025-07-25,email,tablet,261,221,121,0.344,108.0,4.99,10
2025-07-25,email,mobile,1528,1158,912,0.5339,245.1,2.78,30
2025-07-25,paid_search,tablet,1099,875,476,0.4347,108.0,3.05,43
2025-07-25,paid_search,mobile,6021,5617,3881,0.3124,236.5,1.51,262
2025-07-25,social_organic,tablet,446,369,184,0.3764,80.1,4.71,16
2025-07-25,social_organic,mobile,2395,1964,1195,0.5538,59.3,2.47,61
2025-07-25,display,tablet,368,348,246,0.4801,184.0,3.44,8
2025-07-25,display,mobile,2054,1580,1433,0.567,262.5,2.34,89
2025-07-26,organic_search,tablet,217,180,109,0.536,148.2,4.93,8
2025-07-26,organic_search,mobile,1318,1159,651,0.6325,290.7,3.43,38
2025-07-26,organic_search,desktop,794,604,408,0.4744,98.2,3.96,35
2025-07-26,email,tablet,41,38,17,0.3981,109.8,2.39,1
2025-07-26,email,mobile,247,223,142,0.4334,65.8,3.69,11
2025-07-26,email,desktop,150,116,60,0.6433,212.6,4.49,3
2025-07-26,social_paid,tablet,159,125,92,0.6244,57.6,1.66,3
2025-07-26,social_paid,mobile,742,674,322,0.4264,118.7,4.62,21
2025-07-26,social_paid,desktop,477,390,256,0.3205,51.6,3.83,14
2025-07-26,paid_search,tablet,190,167,79,0.6467,195.9,4.31,7
2025-07-26,paid_search,mobile,1052,800,710,0.4703,65.7,2.28,46
2025-07-26,paid_search,desktop,648,489,314,0.3075,268.8,2.92,13
2025-07-26,social_organic,tablet,73,64,33,0.378,71.3,1.89,2
2025-07-26,social_organic,mobile,412,361,247,0.5421,30.4,3.96,13
2025-07-26,social_organic,desktop,228,215,93,0.5256,42.6,2.05,11
2025-07-26,display,tablet,67,63,33,0.3777,200.8,1.71,1
2025-07-26,display,mobile,342,296,215,0.6125,273.1,3.32,14
2025-07-26,display,desktop,246,203,134,0.6809,75.0,3.02,9
2025-07-27,social_paid,desktop,639,493,394,0.5958,60.1,3.49,16
2025-07-27,social_paid,mobile,966,849,531,0.4286,95.9,2.81,44
2025-07-27,direct,desktop,601,543,332,0.4045,162.9,3.03,16
2025-07-27,direct,mobile,1021,840,575,0.3025,175.1,4.87,36
2025-07-27,display,desktop,331,264,162,0.4897,96.1,1.56,8
2025-07-27,display,mobile,509,388,265,0.4295,103.1,2.93,23
2025-07-27,paid_search,desktop,856,775,480,0.5084,253.1,3.79,35
2025-07-27,paid_search,mobile,1362,1225,595,0.4014,94.8,1.61,48
2025-07-27,email,desktop,203,189,125,0.5296,188.4,4.27,7
2025-07-27,email,mobile,323,302,167,0.4822,68.3,1.57,8
2025-07-27,referral,desktop,213,169,115,0.3928,62.9,2.87,10
2025-07-27,referral,mobile,347,296,201,0.5968,245.9,3.28,9
2025-07-28,paid_search,desktop,1532,1240,976,0.5717,175.1,4.77,55
2025-07-28,paid_search,tablet,448,363,255,0.3234,294.0,4.98,15
2025-07-28,paid_search,mobile,2493,2120,1535,0.501,113.5,4.2,51
2025-07-28,social_paid,desktop,1086,851,580,0.4354,68.6,3.94,51
2025-07-28,social_paid,tablet,346,273,157,0.4003,78.9,2.86,12
2025-07-28,social_paid,mobile,1699,1317,858,0.6543,83.0,4.3,64
2025-07-28,referral,desktop,374,313,189,0.5036,158.1,4.18,10
2025-07-28,referral,tablet,106,86,73,0.3176,63.6,4.4,3
2025-07-28,referral,mobile,552,422,292,0.4723,269.3,1.96,13
2025-07-28,social_organic,desktop,592,481,312,0.6511,89.7,2.98,15
2025-07-28,social_organic,tablet,162,142,104,0.5595,89.6,4.56,3
2025-07-28,social_organic,mobile,903,786,618,0.6118,38.2,2.08,42
2025-07-28,email,desktop,406,323,225,0.406,144.4,4.29,9
2025-07-28,email,tablet,102,82,50,0.6167,275.0,2.92,4
2025-07-28,email,mobile,611,534,297,0.5166,202.1,2.41,14
2025-07-28,display,desktop,533,409,223,0.648,94.2,2.58,22
2025-07-28,display,tablet,147,124,78,0.3933,286.6,3.09,3
2025-07-28,display,mobile,818,624,376,0.4847,120.2,2.8,30
2025-07-29,organic_search,mobile,1220,1118,779,0.5986,104.6,3.45,45
2025-07-29,organic_search,tablet,234,220,108,0.5465,197.2,1.91,5
2025-07-29,organic_search,desktop,705,555,309,0.4689,145.1,3.51,34
2025-07-29,social_paid,mobile,683,622,358,0.5006,49.0,1.83,26
2025-07-29,social_paid,tablet,121,107,80,0.3505,40.3,3.36,4
2025-07-29,social_paid,desktop,457,344,199,0.3394,116.6,4.34,22
2025-07-29,direct,mobile,700,578,454,0.6125,105.7,3.91,16
2025-07-29,direct,tablet,116,99,80,0.4168,151.3,4.18,2
2025-07-29,direct,desktop,424,336,251,0.4338,281.4,2.23,15
2025-07-29,display,mobile,350,265,155,0.5104,197.7,1.51,10
2025-07-29,display,tablet,51,41,34,0.4915,113.1,2.0,1
2025-07-29,display,desktop,216,196,126,0.3481,253.6,1.68,5
2025-07-29,paid_search,mobile,946,830,637,0.6951,143.3,4.87,46
2025-07-29,paid_search,tablet,158,130,84,0.38,84.7,4.29,5
2025-07-29,paid_search,desktop,574,510,385,0.6544,125.6,2.34,17
2025-07-30,social_paid,tablet,445,364,233,0.5491,116.7,2.43,11
2025-07-30,social_paid,mobile,2204,1702,1393,0.5496,53.8,3.52,89
2025-07-30,referral,tablet,147,126,85,0.4782,240.7,4.83,7
2025-07-30,referral,mobile,743,633,307,0.3857,185.9,1.75,32
2025-07-30,email,tablet,115,92,56,0.641,126.1,4.6,4
2025-07-30,email,mobile,703,660,484,0.4559,106.8,2.06,16
2025-07-30,paid_search,tablet,525,465,317,0.3076,118.3,3.16,15
2025-07-30,paid_search,mobile,2853,2243,1451,0.3544,139.3,4.06,122
2025-07-30,organic_search,tablet,689,647,450,0.6716,102.0,4.92,20
2025-07-30,organic_search,mobile,3602,3381,1675,0.5478,129.3,2.77,177
2025-07-30,social_organic,tablet,178,158,117,0.3678,33.8,3.5,4
2025-07-30,social_organic,mobile,1174,885,743,0.4826,39.0,2.85,35
2025-07-31,organic_search,tablet,295,275,155,0.6821,177.2,3.69,13
2025-07-31,organic_search,desktop,1020,883,676,0.3193,222.9,4.49,37
2025-07-31,organic_search,mobile,1592,1437,952,0.3641,116.7,1.7,65
2025-07-31,social_paid,tablet,184,174,93,0.5134,104.9,2.62,7
2025-07-31,social_paid,desktop,539,473,322,0.5447,52.6,4.47,18
2025-07-31,social_paid,mobile,947,826,620,0.4747,47.4,2.19,37
2025-07-31,direct,tablet,167,140,72,0.4543,90.1,4.17,7
2025-07-31,direct,desktop,628,542,284,0.3118,72.7,2.38,26
2025-07-31,direct,mobile,958,836,542,0.6736,276.8,3.35,39
2025-07-31,referral,tablet,61,49,37,0.3536,93.8,4.17,2
2025-07-31,referral,desktop,207,175,128,0.4431,195.2,3.52,9
2025-07-31,referral,mobile,330,276,200,0.3367,112.3,4.45,16
2025-07-31,display,tablet,71,63,43,0.4128,180.2,2.4,2
2025-07-31,display,desktop,268,202,143,0.4987,82.4,3.66,5
2025-07-31,display,mobile,445,422,308,0.6052,237.7,2.71,20
2025-07-31,social_organic,tablet,85,71,45,0.6231,85.4,2.92,2
2025-07-31,social_organic,desktop,347,295,203,0.4255,47.8,1.76,15
2025-07-31,social_organic,mobile,537,459,325,0.4236,68.9,3.02,25
2025-08-01,direct,desktop,1318,1083,675,0.3031,110.4,2.29,47
2025-08-01,direct,mobile,2057,1880,1070,0.4853,86.4,4.21,48
2025-08-01,direct,tablet,394,319,245,0.5093,267.5,4.1,10
2025-08-01,paid_search,desktop,1667,1492,833,0.6058,294.4,1.54,35
2025-08-01,paid_search,mobile,2755,2597,1162,0.4087,224.1,4.28,120
2025-08-01,paid_search,tablet,488,436,333,0.5035,148.2,4.12,10
2025-08-01,referral,desktop,426,349,213,0.4035,227.1,2.47,14
2025-08-01,referral,mobile,667,542,372,0.6221,70.0,3.83,29
2025-08-01,referral,tablet,128,101,78,0.4034,216.9,1.59,3
2025-08-01,social_paid,desktop,1251,1107,568,0.6485,87.0,3.3,31
2025-08-01,social_paid,mobile,2120,1590,1276,0.3633,76.0,3.41,101
2025-08-01,social_paid,tablet,411,329,263,0.3385,107.4,3.94,11
2025-08-01,social_organic,desktop,673,608,468,0.6958,62.2,4.52,28
2025-08-01,social_organic,mobile,1063,1001,500,0.3415,84.8,2.71,22
2025-08-01,social_organic,tablet,204,190,84,0.6609,80.8,2.51,5
2025-08-01,organic_search,desktop,2144,1754,1075,0.5521,83.9,3.27,77
2025-08-01,organic_search,mobile,3408,3173,1691,0.4393,108.9,2.64,124
2025-08-01,organic_search,tablet,613,524,427,0.5143,147.0,2.28,23
2025-08-02,organic_search,desktop,1536,1374,948,0.5997,99.4,4.34,49
2025-08-02,organic_search,tablet,432,409,283,0.4412,165.8,2.85,15
2025-08-02,organic_search,mobile,2371,1839,1498,0.6687,99.8,3.32,103
2025-08-02,social_organic,desktop,466,406,272,0.387,65.4,3.87,17
2025-08-02,social_organic,tablet,144,109,89,0.662,59.7,3.22,5
2025-08-02,social_organic,mobile,775,671,331,0.3536,80.0,4.7,16
2025-08-02,email,desktop,297,247,126,0.4697,197.3,3.62,8
2025-08-02,email,tablet,91,82,62,0.5975,111.4,3.43,3
2025-08-02,email,mobile,497,464,272,0.4278,156.2,2.45,11
2025-08-02,direct,desktop,900,770,588,0.4037,166.5,4.28,22
2025-08-02,direct,tablet,262,229,123,0.3339,240.2,1.84,10
2025-08-02,direct,mobile,1446,1124,747,0.5661,150.4,3.47,67
2025-08-02,social_paid,desktop,919,789,397,0.4928,60.0,2.79,41
2025-08-02,social_paid,tablet,257,237,152,0.5918,99.8,4.34,7
2025-08-02,social_paid,mobile,1452,1255,741,0.4022,104.3,2.49,42
2025-08-03,social_organic,desktop,1241,1174,865,0.5648,45.4,1.55,37
2025-08-03,social_organic,tablet,355,295,226,0.3691,83.0,3.02,8
2025-08-03,referral,desktop,778,611,454,0.5452,90.3,4.97,32
2025-08-03,referral,tablet,212,165,88,0.479,109.6,4.35,9
2025-08-03,organic_search,desktop,3913,3701,2636,0.3003,170.6,2.82,185
2025-08-03,organic_search,tablet,1078,952,662,0.5492,244.9,1.88,26
2025-08-03,direct,desktop,2303,1778,1454,0.5948,185.2,3.17,86
2025-08-03,direct,tablet,645,570,306,0.4085,135.6,3.95,21
2025-08-03,email,desktop,776,606,444,0.654,62.2,3.14,28
2025-08-03,email,tablet,224,202,142,0.3967,290.6,2.58,8
2025-08-03,social_paid,desktop,2343,1874,1040,0.6999,91.2,4.2,56
2025-08-03,social_paid,tablet,699,631,375,0.3773,103.8,2.53,19
2025-08-04,social_paid,mobile,4114,3589,2854,0.472,81.6,3.48,194
2025-08-04,social_paid,tablet,730,568,342,0.3204,69.6,4.95,34
2025-08-04,social_paid,desktop,2535,1952,1297,0.6938,105.8,2.93,77
2025-08-04,referral,mobile,1297,1117,875,0.5923,88.6,4.39,33
2025-08-04,referral,tablet,259,212,166,0.3246,124.1,3.13,7
2025-08-04,referral,desktop,873,801,588,0.6125,201.9,3.14,40
2025-08-04,email,mobile,1374,1090,913,0.5732,185.8,3.46,49
2025-08-04,email,tablet,241,211,99,0.4023,63.9,4.53,11
2025-08-04,email,desktop,897,830,593,0.4004,65.7,4.85,38
2025-08-04,direct,mobile,4024,3236,2702,0.5382,258.9,4.35,104
2025-08-04,direct,tablet,721,632,313,0.5595,262.3,3.77,27
2025-08-04,direct,desktop,2667,2529,1753,0.3957,166.9,4.61,54
2025-08-04,social_organic,mobile,2234,1863,1288,0.6614,58.7,4.52,64
2025-08-04,social_organic,tablet,373,308,152,0.6742,68.5,3.05,14
2025-08-04,social_organic,desktop,1302,1067,794,0.4374,78.8,1.97,63
2025-08-04,display,mobile,1869,1426,901,0.661,292.4,4.29,57
2025-08-04,display,tablet,367,300,229,0.4866,120.7,2.87,17
2025-08-04,display,desktop,1197,1087,757,0.5858,111.3,2.12,49
2025-08-05,paid_search,mobile,2390,1819,1119,0.5386,248.7,2.68,108
2025-08-05,paid_search,desktop,1590,1290,667,0.5017,138.9,2.83,53
2025-08-05,paid_search,tablet,435,385,249,0.4673,255.5,2.1,18
2025-08-05,direct,mobile,1783,1422,816,0.3985,175.5,4.06,36
2025-08-05,direct,desktop,1103,847,756,0.4374,109.1,4.87,28
2025-08-05,direct,tablet,337,257,186,0.3862,204.8,2.17,11
2025-08-05,referral,mobile,579,458,352,0.6085,174.7,4.1,25
2025-08-05,referral,desktop,382,325,163,0.6146,184.6,2.56,8
2025-08-05,referral,tablet,115,105,61,0.4309,217.9,4.29,2
2025-08-05,organic_search,mobile,2942,2620,1478,0.5746,266.2,4.89,128
2025-08-05,organic_search,desktop,1853,1484,909,0.44,124.5,3.81,52
2025-08-05,organic_search,tablet,560,431,271,0.5507,91.8,2.57,20
2025-08-05,social_paid,mobile,1839,1655,855,0.601,88.9,1.69,56
2025-08-05,social_paid,desktop,1142,857,667,0.6983,118.1,1.54,55
2025-08-05,social_paid,tablet,305,251,181,0.6683,55.4,4.61,8
2025-08-05,display,mobile,871,742,400,0.605,87.8,4.46,20
2025-08-05,display,desktop,551,452,365,0.551,255.1,1.97,13
2025-08-05,display,tablet,170,132,88,0.4781,280.9,3.17,6
2025-08-06,direct,mobile,1732,1542,1121,0.5164,251.4,1.9,35
2025-08-06,direct,desktop,1109,878,486,0.3101,192.6,3.03,47
2025-08-06,email,mobile,570,523,309,0.4006,144.6,4.2,17
2025-08-06,email,desktop,391,329,170,0.6453,175.4,3.7,15
2025-08-06,social_organic,mobile,955,788,516,0.3345,45.6,3.24,46
2025-08-06,social_organic,desktop,603,484,388,0.3112,54.7,3.87,14
2025-08-06,paid_search,mobile,2306,1955,1382,0.3134,69.0,3.08,94
2025-08-06,paid_search,desktop,1518,1379,617,0.6665,287.1,4.37,53
2025-08-06,social_paid,mobile,1763,1454,882,0.3586,59.7,4.45,71
2025-08-06,social_paid,desktop,1067,1007,535,0.3936,105.9,1.8,36
2025-08-06,referral,mobile,611,475,318,0.5692,187.0,4.43,24
2025-08-06,referral,desktop,393,351,225,0.4631,178.5,2.41,11
2025-08-07,social_organic,tablet,718,636,290,0.5179,51.0,3.62,20
2025-08-07,social_organic,desktop,2546,2056,1294,0.5244,34.2,2.46,70
2025-08-07,referral,tablet,448,398,271,0.3322,228.4,1.74,21
2025-08-07,referral,desktop,1573,1392,842,0.6357,246.5,2.41,63
2025-08-07,paid_search,tablet,1758,1434,995,0.3535,64.5,4.17,49
2025-08-07,paid_search,desktop,6309,5814,4222,0.4646,113.6,4.2,210
2025-08-07,social_paid,tablet,1354,1049,885,0.5569,108.8,1.88,53
2025-08-07,social_paid,desktop,4618,4027,1892,0.6009,65.7,3.32,185
2025-08-07,display,tablet,631,483,347,0.3289,74.2,3.32,21
2025-08-07,display,desktop,2155,1886,1424,0.3975,127.9,4.53,48
2025-08-08,direct,tablet,1047,886,543,0.3304,160.2,2.7,50
2025-08-08,direct,desktop,3675,3246,1615,0.487,116.2,2.73,119
2025-08-08,organic_search,tablet,1819,1394,1089,0.5347,166.7,1.51,79
2025-08-08,organic_search,desktop,6280,5738,4340,0.587,212.7,2.36,228
2025-08-08,paid_search,tablet,1378,1231,813,0.5087,157.9,3.71,64
2025-08-08,paid_search,desktop,5022,4022,2929,0.5807,70.2,4.52,153
2025-08-08,email,tablet,361,316,248,0.6314,181.3,3.75,9
2025-08-08,email,desktop,1209,993,762,0.5323,174.3,3.19,28
2025-08-08,referral,tablet,328,270,189,0.3861,119.7,3.62,9
2025-08-08,referral,desktop,1285,969,661,0.411,146.1,2.62,61
