sale_id,date,model,trim,dealer_id,market,price_gbp,finance_type,lead_id,source
SL002575,2025-10-27,DEEPAL S07,Pure,DLR004,DE,27990,lease,LD007564,test_drive
SL002576,2025-10-27,DEEPAL S07,Design,DLR006,GB,31990,PCP,,website
SL002577,2025-10-27,DEEPAL S07,Intelligence,DLR045,GB,35990,PCP,,event
SL002578,2025-10-27,DEEPAL S07,Intelligence,DLR033,GB,35990,PCP,,website
SL002579,2025-10-27,AVATR 12,Performance,DLR016,FR,64990,PCP,,event
SL002580,2025-10-27,DEEPAL S07,Intelligence,DLR022,GB,35990,PCP,,dealer_walkin
SL002581,2025-10-27,DEEPAL S07,Intelligence,DLR043,FR,35990,lease,,referral
SL002582,2025-10-27,DEEPAL S07,Intelligence,DLR015,GB,35990,PCP,,dealer_walkin
SL002583,2025-10-27,AVATR 12,Long Range,DLR040,GB,54990,cash,,referral
SL002584,2025-10-27,DEEPAL S07,Design,DLR040,GB,31990,PCP,,referral
SL002585,2025-10-27,DEEPAL S07,Design,DLR002,GB,31990,cash,LD001143,test_drive
SL002586,2025-10-27,DEEPAL S07,Pure,DLR035,GB,27990,PCP,,website
SL002587,2025-10-27,DEEPAL S07,Pure,DLR030,DE,27990,PCP,,referral
SL002588,2025-10-27,DEEPAL S07,Pure,DLR026,DE,27990,PCP,,website
SL002589,2025-10-27,DEEPAL S07,Pure,DLR015,GB,27990,HP,,website
SL002590,2025-10-27,DEEPAL S07,Design,DLR030,DE,31990,PCP,,website
SL002591,2025-10-27,DEEPAL S07,Intelligence,DLR001,DE,35990,lease,,website
SL002592,2025-10-27,AVATR 12,Long Range,DLR017,GB,54990,PCP,,website
SL002593,2025-10-27,AVATR 11,Executive,DLR011,DE,59990,cash,,referral
SL002594,2025-10-27,DEEPAL S07,Pure,DLR017,DE,27990,lease,,website
SL002595,2025-10-27,DEEPAL S07,Intelligence,DLR038,GB,35990,PCP,,dealer_walkin
SL002596,2025-10-27,DEEPAL S07,Intelligence,DLR038,GB,35990,lease,,website
SL002597,2025-10-27,AVATR 11,Executive Plus,DLR043,DE,69990,lease,,event
SL002598,2025-10-27,DEEPAL S07,Design,DLR043,FR,31990,cash,,event
SL002599,2025-10-27,DEEPAL S07,Design,DLR033,GB,31990,lease,,referral
SL002600,2025-10-27,AVATR 12,Performance,DLR001,GB,64990,PCP,,referral
SL002601,2025-10-27,DEEPAL S07,Pure,DLR006,GB,27990,PCP,,website
SL002602,2025-10-27,DEEPAL S07,Pure,DLR020,GB,27990,PCP,,referral
SL002603,2025-10-27,AVATR 12,Performance,DLR024,DE,64990,PCP,,website
SL002604,2025-10-27,AVATR 12,Performance,DLR043,FR,64990,PCP,,dealer_walkin
SL002605,2025-10-27,DEEPAL S07,Intelligence,DLR027,GB,35990,lease,,dealer_walkin
SL002606,2025-10-28,AVATR 12,Long Range,DLR041,FR,54990,PCP,,event
SL002607,2025-10-28,AVATR 11,Executive Plus,DLR044,FR,69990,PCP,,website
SL002608,2025-10-28,DEEPAL S07,Pure,DLR017,GB,27990,HP,,event
SL002609,2025-10-28,DEEPAL S07,Design,DLR041,GB,31990,HP,LD001691,test_drive
SL002610,2025-10-28,DEEPAL S07,Pure,DLR038,DE,27990,PCP,,website
SL002611,2025-10-28,AVATR 11,Executive Plus,DLR033,GB,69990,lease,,website
SL002612,2025-10-28,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,website
SL002613,2025-10-28,AVATR 11,Executive,DLR050,GB,59990,HP,,dealer_walkin
SL002614,2025-10-28,DEEPAL S07,Pure,DLR044,GB,27990,PCP,,referral
SL002615,2025-10-28,AVATR 12,Performance,DLR049,GB,64990,HP,,referral
SL002616,2025-10-28,DEEPAL S07,Pure,DLR032,GB,27990,HP,,referral
SL002617,2025-10-28,DEEPAL S07,Pure,DLR021,GB,27990,PCP,,dealer_walkin
SL002618,2025-10-28,DEEPAL S07,Pure,DLR049,GB,27990,PCP,,website
SL002619,2025-10-28,DEEPAL S07,Intelligence,DLR006,GB,35990,HP,,website
SL002620,2025-10-28,DEEPAL S07,Pure,DLR020,GB,27990,PCP,,event
SL002621,2025-10-28,DEEPAL S07,Intelligence,DLR015,GB,35990,PCP,,referral
SL002622,2025-10-28,DEEPAL S07,Intelligence,DLR023,GB,35990,HP,,referral
SL002623,2025-10-28,AVATR 12,Performance,DLR006,DE,64990,lease,,dealer_walkin
SL002624,2025-10-28,DEEPAL S07,Design,DLR032,DE,31990,PCP,,referral
SL002625,2025-10-28,DEEPAL S07,Design,DLR018,DE,31990,lease,,referral
SL002626,2025-10-28,AVATR 12,Performance,DLR016,GB,64990,HP,,dealer_walkin
SL002627,2025-10-28,AVATR 12,Performance,DLR037,GB,64990,PCP,,event
SL002628,2025-10-28,DEEPAL S07,Pure,DLR028,GB,27990,PCP,,referral
SL002629,2025-10-28,DEEPAL S07,Pure,DLR035,DE,27990,HP,,referral
SL002630,2025-10-28,AVATR 11,Executive Plus,DLR050,DE,69990,lease,,referral
SL002631,2025-10-28,DEEPAL S07,Pure,DLR032,DE,27990,HP,,dealer_walkin
SL002632,2025-10-28,DEEPAL S07,Design,DLR049,GB,31990,PCP,,website
SL002633,2025-10-28,DEEPAL S07,Pure,DLR016,DE,27990,PCP,,website
SL002634,2025-10-28,DEEPAL S07,Pure,DLR007,GB,27990,PCP,,website
SL002635,2025-10-28,DEEPAL S07,Pure,DLR025,DE,27990,PCP,,dealer_walkin
SL002636,2025-10-28,DEEPAL S07,Pure,DLR037,DE,27990,PCP,,referral
SL002637,2025-10-28,DEEPAL S07,Pure,DLR048,DE,27990,cash,,event
SL002638,2025-10-28,DEEPAL S07,Pure,DLR028,FR,27990,PCP,,referral
SL002639,2025-10-28,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,dealer_walkin
SL002640,2025-10-28,DEEPAL S07,Intelligence,DLR030,FR,35990,PCP,,referral
SL002641,2025-10-28,DEEPAL S07,Pure,DLR013,DE,27990,lease,,website
SL002642,2025-10-28,DEEPAL S07,Design,DLR027,FR,31990,cash,LD005792,test_drive
SL002643,2025-10-28,AVATR 12,Performance,DLR002,DE,64990,HP,,referral
SL002644,2025-10-28,AVATR 11,Executive Plus,DLR025,GB,69990,PCP,,referral
SL002645,2025-10-28,DEEPAL S07,Pure,DLR003,DE,27990,PCP,,event
SL002646,2025-10-28,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,website
SL002647,2025-10-28,DEEPAL S07,Pure,DLR015,GB,27990,HP,,website
SL002648,2025-10-28,DEEPAL S07,Pure,DLR037,DE,27990,PCP,,dealer_walkin
SL002649,2025-10-28,DEEPAL S07,Design,DLR013,GB,31990,PCP,,website
SL002650,2025-10-28,DEEPAL S07,Intelligence,DLR001,GB,35990,HP,LD001492,test_drive
SL002651,2025-10-28,AVATR 11,Executive Plus,DLR002,GB,69990,lease,,website
SL002652,2025-10-28,DEEPAL S07,Pure,DLR032,GB,27990,lease,LD005346,test_drive
SL002653,2025-10-28,AVATR 12,Long Range,DLR030,GB,54990,PCP,,event
SL002654,2025-10-28,DEEPAL S07,Pure,DLR043,GB,27990,PCP,,referral
SL002655,2025-10-28,DEEPAL S07,Pure,DLR048,GB,27990,lease,,referral
SL002656,2025-10-28,DEEPAL S07,Intelligence,DLR018,FR,35990,HP,,referral
SL002657,2025-10-29,DEEPAL S07,Design,DLR007,DE,31990,PCP,,website
SL002658,2025-10-29,DEEPAL S07,Pure,DLR031,DE,27990,lease,,dealer_walkin
SL002659,2025-10-29,DEEPAL S07,Pure,DLR016,DE,27990,PCP,,event
SL002660,2025-10-29,AVATR 12,Long Range,DLR015,DE,54990,cash,,dealer_walkin
SL002661,2025-10-29,AVATR 12,Long Range,DLR011,GB,54990,lease,,referral
SL002662,2025-10-29,AVATR 12,Long Range,DLR049,FR,54990,lease,,website
SL002663,2025-10-29,DEEPAL S07,Design,DLR037,FR,31990,lease,,dealer_walkin
SL002664,2025-10-29,DEEPAL S07,Intelligence,DLR033,GB,35990,PCP,,website
SL002665,2025-10-29,DEEPAL S07,Design,DLR048,GB,31990,PCP,,event
SL002666,2025-10-29,DEEPAL S07,Design,DLR019,GB,31990,cash,,dealer_walkin
SL002667,2025-10-29,DEEPAL S07,Intelligence,DLR029,FR,35990,lease,,referral
SL002668,2025-10-29,DEEPAL S07,Pure,DLR011,GB,27990,cash,,event
SL002669,2025-10-29,DEEPAL S07,Pure,DLR013,DE,27990,PCP,,referral
SL002670,2025-10-29,DEEPAL S07,Design,DLR038,GB,31990,PCP,,dealer_walkin
SL002671,2025-10-29,DEEPAL S07,Design,DLR044,GB,31990,lease,,website
SL002672,2025-10-29,DEEPAL S07,Design,DLR022,GB,31990,lease,,website
SL002673,2025-10-29,DEEPAL S07,Design,DLR043,GB,31990,PCP,,dealer_walkin
SL002674,2025-10-29,DEEPAL S07,Intelligence,DLR044,GB,35990,PCP,,website
SL002675,2025-10-29,DEEPAL S07,Pure,DLR049,GB,27990,PCP,,event
SL002676,2025-10-29,DEEPAL S07,Intelligence,DLR002,GB,35990,cash,,website
SL002677,2025-10-29,DEEPAL S07,Pure,DLR041,GB,27990,PCP,LD005938,test_drive
SL002678,2025-10-29,DEEPAL S07,Intelligence,DLR025,DE,35990,HP,,event
SL002679,2025-10-29,DEEPAL S07,Pure,DLR040,GB,27990,lease,,event
SL002680,2025-10-29,DEEPAL S07,Pure,DLR025,GB,27990,PCP,LD005637,test_drive
SL002681,2025-10-29,AVATR 12,Performance,DLR018,FR,64990,HP,,website
SL002682,2025-10-29,DEEPAL S07,Pure,DLR043,GB,27990,PCP,,website
SL002683,2025-10-29,DEEPAL S07,Design,DLR025,GB,31990,PCP,LD008712,test_drive
SL002684,2025-10-29,DEEPAL S07,Pure,DLR024,GB,27990,lease,,event
SL002685,2025-10-29,DEEPAL S07,Design,DLR020,GB,31990,PCP,,event
SL002686,2025-10-29,DEEPAL S07,Intelligence,DLR044,GB,35990,cash,,website
SL002687,2025-10-29,DEEPAL S07,Intelligence,DLR015,GB,35990,HP,,website
SL002688,2025-10-29,DEEPAL S07,Intelligence,DLR002,GB,35990,lease,,dealer_walkin
SL002689,2025-10-29,DEEPAL S07,Intelligence,DLR033,FR,35990,PCP,,dealer_walkin
SL002690,2025-10-29,DEEPAL S07,Pure,DLR021,GB,27990,cash,LD003619,test_drive
SL002691,2025-10-29,AVATR 11,Executive,DLR017,GB,59990,PCP,,event
SL002692,2025-10-29,AVATR 12,Performance,DLR030,GB,64990,PCP,,website
SL002693,2025-10-29,AVATR 11,Executive,DLR001,GB,59990,lease,,referral
SL002694,2025-10-29,AVATR 12,Performance,DLR023,GB,64990,PCP,,dealer_walkin
SL002695,2025-10-29,DEEPAL S07,Pure,DLR043,GB,27990,lease,,dealer_walkin
SL002696,2025-10-29,DEEPAL S07,Pure,DLR013,GB,27990,lease,,referral
SL002697,2025-10-29,DEEPAL S07,Pure,DLR044,FR,27990,cash,,dealer_walkin
SL002698,2025-10-30,DEEPAL S07,Intelligence,DLR001,GB,35990,PCP,LD007780,test_drive
SL002699,2025-10-30,DEEPAL S07,Intelligence,DLR025,GB,35990,lease,,website
SL002700,2025-10-30,DEEPAL S07,Pure,DLR002,FR,27990,PCP,,event
SL002701,2025-10-30,AVATR 12,Performance,DLR017,GB,64990,PCP,,dealer_walkin
SL002702,2025-10-30,DEEPAL S07,Design,DLR035,GB,31990,PCP,,dealer_walkin
SL002703,2025-10-30,DEEPAL S07,Design,DLR002,DE,31990,PCP,LD004085,test_drive
SL002704,2025-10-30,DEEPAL S07,Pure,DLR036,GB,27990,PCP,,referral
SL002705,2025-10-30,DEEPAL S07,Design,DLR043,GB,31990,PCP,,dealer_walkin
SL002706,2025-10-30,DEEPAL S07,Pure,DLR023,GB,27990,PCP,,event
SL002707,2025-10-30,DEEPAL S07,Intelligence,DLR032,DE,35990,cash,,referral
SL002708,2025-10-30,DEEPAL S07,Intelligence,DLR031,FR,35990,PCP,,website
SL002709,2025-10-30,DEEPAL S07,Pure,DLR025,GB,27990,PCP,,event
SL002710,2025-10-30,DEEPAL S07,Pure,DLR017,GB,27990,HP,,referral
SL002711,2025-10-30,DEEPAL S07,Design,DLR049,GB,31990,PCP,,referral
SL002712,2025-10-30,DEEPAL S07,Design,DLR040,DE,31990,PCP,,referral
SL002713,2025-10-30,DEEPAL S07,Design,DLR025,FR,31990,PCP,,dealer_walkin
SL002714,2025-10-30,DEEPAL S07,Pure,DLR012,GB,27990,PCP,LD004124,test_drive
SL002715,2025-10-30,DEEPAL S07,Pure,DLR049,GB,27990,cash,,dealer_walkin
SL002716,2025-10-30,DEEPAL S07,Pure,DLR015,FR,27990,PCP,,dealer_walkin
SL002717,2025-10-30,DEEPAL S07,Pure,DLR015,GB,27990,PCP,,referral
SL002718,2025-10-30,AVATR 12,Performance,DLR025,GB,64990,cash,,dealer_walkin
SL002719,2025-10-30,DEEPAL S07,Pure,DLR009,GB,27990,lease,,dealer_walkin
SL002720,2025-10-30,AVATR 12,Performance,DLR019,DE,64990,lease,,referral
SL002721,2025-10-30,DEEPAL S07,Design,DLR043,GB,31990,PCP,,dealer_walkin
SL002722,2025-10-30,AVATR 12,Long Range,DLR045,GB,54990,HP,,referral
SL002723,2025-10-30,DEEPAL S07,Design,DLR009,GB,31990,lease,,dealer_walkin
SL002724,2025-10-30,AVATR 12,Performance,DLR031,DE,64990,PCP,,referral
SL002725,2025-10-30,AVATR 12,Performance,DLR023,DE,64990,PCP,,event
SL002726,2025-10-30,DEEPAL S07,Design,DLR029,GB,31990,PCP,,referral
SL002727,2025-10-30,AVATR 12,Long Range,DLR031,GB,54990,PCP,,website
SL002728,2025-10-30,AVATR 12,Performance,DLR006,FR,64990,cash,,website
SL002729,2025-10-30,DEEPAL S07,Pure,DLR028,DE,27990,lease,,event
SL002730,2025-10-30,DEEPAL S07,Design,DLR012,GB,31990,HP,,dealer_walkin
SL002731,2025-10-30,DEEPAL S07,Pure,DLR009,GB,27990,lease,,referral
SL002732,2025-10-30,AVATR 12,Performance,DLR011,GB,64990,lease,,referral
SL002733,2025-10-30,DEEPAL S07,Pure,DLR018,DE,27990,PCP,,dealer_walkin
SL002734,2025-10-30,DEEPAL S07,Pure,DLR043,FR,27990,HP,,referral
SL002735,2025-10-30,AVATR 12,Long Range,DLR016,GB,54990,PCP,,referral
SL002736,2025-10-30,DEEPAL S07,Intelligence,DLR029,GB,35990,HP,,dealer_walkin
SL002737,2025-10-30,DEEPAL S07,Design,DLR029,GB,31990,PCP,,referral
SL002738,2025-10-30,DEEPAL S07,Pure,DLR050,FR,27990,PCP,,website
SL002739,2025-10-30,DEEPAL S07,Design,DLR006,GB,31990,PCP,,website
SL002740,2025-10-30,DEEPAL S07,Intelligence,DLR022,GB,35990,PCP,,referral
SL002741,2025-10-30,DEEPAL S07,Intelligence,DLR040,GB,35990,PCP,,referral
SL002742,2025-10-30,DEEPAL S07,Design,DLR023,GB,31990,lease,,website
SL002743,2025-10-30,DEEPAL S07,Design,DLR021,GB,31990,PCP,LD003898,test_drive
SL002744,2025-10-30,DEEPAL S07,Pure,DLR006,DE,27990,PCP,,dealer_walkin
SL002745,2025-10-30,DEEPAL S07,Intelligence,DLR001,GB,35990,PCP,,referral
SL002746,2025-10-30,DEEPAL S07,Design,DLR003,GB,31990,HP,,website
SL002747,2025-10-30,DEEPAL S07,Design,DLR020,GB,31990,PCP,,dealer_walkin
SL002748,2025-10-30,DEEPAL S07,Design,DLR004,DE,31990,PCP,LD002508,test_drive
SL002749,2025-10-31,AVATR 11,Executive,DLR030,DE,59990,cash,,event
SL002750,2025-10-31,DEEPAL S07,Design,DLR021,GB,31990,PCP,LD004136,test_drive
SL002751,2025-10-31,DEEPAL S07,Design,DLR002,GB,31990,PCP,,dealer_walkin
SL002752,2025-10-31,DEEPAL S07,Pure,DLR048,FR,27990,PCP,,event
SL002753,2025-10-31,DEEPAL S07,Intelligence,DLR003,DE,35990,PCP,,dealer_walkin
SL002754,2025-10-31,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,event
SL002755,2025-10-31,AVATR 12,Long Range,DLR027,DE,54990,PCP,,dealer_walkin
SL002756,2025-10-31,DEEPAL S07,Pure,DLR019,GB,27990,PCP,,referral
SL002757,2025-10-31,DEEPAL S07,Design,DLR022,FR,31990,cash,,dealer_walkin
SL002758,2025-10-31,AVATR 12,Long Range,DLR031,DE,54990,lease,,dealer_walkin
SL002759,2025-10-31,DEEPAL S07,Design,DLR027,GB,31990,PCP,,referral
SL002760,2025-10-31,DEEPAL S07,Pure,DLR044,DE,27990,HP,,dealer_walkin
SL002761,2025-10-31,AVATR 12,Long Range,DLR007,GB,54990,PCP,,website
SL002762,2025-10-31,DEEPAL S07,Design,DLR023,FR,31990,PCP,,website
SL002763,2025-10-31,DEEPAL S07,Pure,DLR041,FR,27990,PCP,,event
SL002764,2025-10-31,DEEPAL S07,Pure,DLR045,GB,27990,lease,,referral
SL002765,2025-10-31,DEEPAL S07,Pure,DLR016,FR,27990,PCP,,website
SL002766,2025-10-31,DEEPAL S07,Intelligence,DLR012,FR,35990,HP,,dealer_walkin
SL002767,2025-10-31,AVATR 12,Long Range,DLR001,GB,54990,PCP,LD000170,test_drive
SL002768,2025-10-31,DEEPAL S07,Pure,DLR030,GB,27990,PCP,,referral
SL002769,2025-10-31,DEEPAL S07,Design,DLR015,DE,31990,lease,,event
SL002770,2025-10-31,DEEPAL S07,Pure,DLR041,DE,27990,PCP,LD001648,test_drive
SL002771,2025-10-31,DEEPAL S07,Design,DLR050,GB,31990,PCP,,website
SL002772,2025-10-31,AVATR 12,Long Range,DLR015,DE,54990,lease,,website
SL002773,2025-10-31,DEEPAL S07,Pure,DLR050,GB,27990,cash,,referral
SL002774,2025-10-31,DEEPAL S07,Pure,DLR018,DE,27990,PCP,,website
SL002775,2025-10-31,AVATR 12,Long Range,DLR025,DE,54990,PCP,,dealer_walkin
SL002776,2025-10-31,DEEPAL S07,Design,DLR013,GB,31990,HP,,referral
SL002777,2025-10-31,DEEPAL S07,Design,DLR041,DE,31990,PCP,,referral
SL002778,2025-10-31,AVATR 12,Performance,DLR032,GB,64990,PCP,,dealer_walkin
SL002779,2025-10-31,AVATR 11,Executive Plus,DLR020,DE,69990,PCP,,event
SL002780,2025-10-31,DEEPAL S07,Pure,DLR019,GB,27990,HP,,event
SL002781,2025-10-31,DEEPAL S07,Pure,DLR024,FR,27990,HP,LD004538,test_drive
SL002782,2025-10-31,DEEPAL S07,Intelligence,DLR012,GB,35990,HP,,event
SL002783,2025-10-31,DEEPAL S07,Pure,DLR019,GB,27990,cash,,event
SL002784,2025-10-31,AVATR 12,Performance,DLR022,FR,64990,lease,,event
SL002785,2025-10-31,AVATR 11,Executive,DLR040,GB,59990,HP,,referral
SL002786,2025-10-31,DEEPAL S07,Design,DLR002,GB,31990,PCP,,website
SL002787,2025-10-31,DEEPAL S07,Design,DLR022,GB,31990,lease,,website
SL002788,2025-10-31,DEEPAL S07,Intelligence,DLR029,GB,35990,HP,,dealer_walkin
SL002789,2025-10-31,DEEPAL S07,Pure,DLR018,GB,27990,PCP,,website
SL002790,2025-10-31,DEEPAL S07,Design,DLR018,GB,31990,lease,,website
SL002791,2025-10-31,AVATR 12,Long Range,DLR020,FR,54990,PCP,,website
SL002792,2025-10-31,DEEPAL S07,Pure,DLR029,GB,27990,PCP,,website
SL002793,2025-10-31,DEEPAL S07,Pure,DLR029,GB,27990,HP,,website
SL002794,2025-10-31,AVATR 11,Executive,DLR039,GB,59990,PCP,,dealer_walkin
SL002795,2025-10-31,DEEPAL S07,Design,DLR016,GB,31990,PCP,,website
SL002796,2025-10-31,DEEPAL S07,Pure,DLR029,FR,27990,PCP,,dealer_walkin
SL002797,2025-10-31,DEEPAL S07,Pure,DLR021,GB,27990,PCP,,dealer_walkin
SL002798,2025-10-31,AVATR 12,Performance,DLR024,GB,64990,PCP,LD002751,test_drive
SL002799,2025-10-31,DEEPAL S07,Pure,DLR048,GB,27990,PCP,,referral
SL002800,2025-10-31,AVATR 12,Performance,DLR019,GB,64990,cash,,dealer_walkin
SL002801,2025-10-31,AVATR 12,Long Range,DLR020,DE,54990,lease,,website
SL002802,2025-10-31,DEEPAL S07,Pure,DLR029,DE,27990,lease,,website
SL002803,2025-10-31,DEEPAL S07,Intelligence,DLR027,GB,35990,cash,,website
SL002804,2025-10-31,DEEPAL S07,Pure,DLR002,GB,27990,PCP,LD008932,test_drive
SL002805,2025-10-31,DEEPAL S07,Pure,DLR040,GB,27990,cash,,dealer_walkin
SL002806,2025-10-31,AVATR 12,Performance,DLR049,GB,64990,PCP,,event
SL002807,2025-10-31,DEEPAL S07,Design,DLR040,DE,31990,lease,,event
SL002808,2025-10-31,AVATR 12,Long Range,DLR025,FR,54990,HP,LD004066,test_drive
SL002809,2025-10-31,AVATR 12,Long Range,DLR032,DE,54990,lease,,event
SL002810,2025-10-31,DEEPAL S07,Intelligence,DLR020,GB,35990,HP,,dealer_walkin
SL002811,2025-10-31,AVATR 12,Long Range,DLR024,FR,54990,PCP,,event
SL002812,2025-10-31,DEEPAL S07,Design,DLR020,GB,31990,lease,,website
SL002813,2025-10-31,AVATR 12,Long Range,DLR031,GB,54990,PCP,,dealer_walkin
SL002814,2025-10-31,DEEPAL S07,Pure,DLR007,DE,27990,PCP,,website
SL002815,2025-10-31,DEEPAL S07,Pure,DLR002,GB,27990,PCP,,dealer_walkin
SL002816,2025-10-31,AVATR 12,Long Range,DLR013,GB,54990,PCP,,website
SL002817,2025-11-01,DEEPAL S07,Pure,DLR020,DE,27990,PCP,,event
SL002818,2025-11-01,DEEPAL S07,Pure,DLR022,DE,27990,lease,,event
SL002819,2025-11-01,AVATR 12,Performance,DLR016,DE,64990,lease,,website
SL002820,2025-11-01,DEEPAL S07,Pure,DLR007,GB,27990,PCP,,event
SL002821,2025-11-01,DEEPAL S07,Pure,DLR021,GB,27990,PCP,LD000070,test_drive
SL002822,2025-11-01,AVATR 12,Long Range,DLR024,GB,54990,PCP,LD003171,test_drive
SL002823,2025-11-01,DEEPAL S07,Pure,DLR032,GB,27990,PCP,,website
SL002824,2025-11-01,DEEPAL S07,Pure,DLR003,DE,27990,lease,,website
SL002825,2025-11-01,DEEPAL S07,Pure,DLR023,DE,27990,PCP,,referral
SL002826,2025-11-01,AVATR 12,Performance,DLR019,GB,64990,HP,,event
SL002827,2025-11-01,DEEPAL S07,Pure,DLR003,GB,27990,PCP,LD008345,test_drive
SL002828,2025-11-01,AVATR 12,Long Range,DLR049,GB,54990,PCP,,event
SL002829,2025-11-01,DEEPAL S07,Pure,DLR011,GB,27990,PCP,,dealer_walkin
SL002830,2025-11-01,DEEPAL S07,Pure,DLR032,GB,27990,HP,,referral
SL002831,2025-11-01,AVATR 12,Performance,DLR036,GB,64990,PCP,,website
SL002832,2025-11-01,DEEPAL S07,Pure,DLR003,GB,27990,PCP,,event
SL002833,2025-11-01,AVATR 12,Long Range,DLR050,GB,54990,PCP,LD003818,test_drive
SL002834,2025-11-01,DEEPAL S07,Intelligence,DLR005,GB,35990,PCP,LD003963,test_drive
SL002835,2025-11-01,DEEPAL S07,Design,DLR019,GB,31990,PCP,,event
SL002836,2025-11-01,DEEPAL S07,Pure,DLR036,DE,27990,HP,,dealer_walkin
SL002837,2025-11-01,AVATR 12,Long Range,DLR029,GB,54990,PCP,,website
SL002838,2025-11-01,AVATR 12,Performance,DLR024,GB,64990,lease,,website
SL002839,2025-11-01,DEEPAL S07,Pure,DLR045,GB,27990,lease,LD000741,test_drive
SL002840,2025-11-02,DEEPAL S07,Pure,DLR025,GB,27990,PCP,,event
SL002841,2025-11-02,DEEPAL S07,Design,DLR007,DE,31990,HP,,website
SL002842,2025-11-02,DEEPAL S07,Pure,DLR018,GB,27990,PCP,,dealer_walkin
SL002843,2025-11-02,DEEPAL S07,Pure,DLR007,FR,27990,PCP,,referral
SL002844,2025-11-02,AVATR 11,Executive,DLR045,DE,59990,PCP,,referral
SL002845,2025-11-02,DEEPAL S07,Design,DLR043,GB,31990,PCP,,referral
SL002846,2025-11-02,DEEPAL S07,Pure,DLR021,FR,27990,lease,,event
SL002847,2025-11-02,DEEPAL S07,Design,DLR016,GB,31990,lease,LD005476,test_drive
SL002848,2025-11-02,DEEPAL S07,Design,DLR025,GB,31990,PCP,,dealer_walkin
SL002849,2025-11-02,DEEPAL S07,Intelligence,DLR013,GB,35990,PCP,,referral
SL002850,2025-11-02,DEEPAL S07,Pure,DLR032,GB,27990,PCP,,referral
SL002851,2025-11-02,AVATR 12,Long Range,DLR049,GB,54990,lease,,website
SL002852,2025-11-02,DEEPAL S07,Pure,DLR020,GB,27990,HP,,dealer_walkin
SL002853,2025-11-02,AVATR 11,Executive Plus,DLR035,GB,69990,PCP,,website
SL002854,2025-11-02,DEEPAL S07,Design,DLR001,DE,31990,PCP,,dealer_walkin
SL002855,2025-11-02,DEEPAL S07,Design,DLR050,GB,31990,PCP,LD001811,test_drive
SL002856,2025-11-02,AVATR 11,Executive,DLR038,DE,59990,lease,,dealer_walkin
SL002857,2025-11-02,DEEPAL S07,Pure,DLR030,GB,27990,PCP,,referral
SL002858,2025-11-02,AVATR 11,Executive,DLR030,GB,59990,lease,,website
SL002859,2025-11-02,AVATR 11,Executive Plus,DLR022,GB,69990,PCP,,referral
SL002860,2025-11-02,DEEPAL S07,Pure,DLR024,FR,27990,PCP,,event
SL002861,2025-11-02,DEEPAL S07,Intelligence,DLR050,GB,35990,lease,LD001728,test_drive
SL002862,2025-11-03,DEEPAL S07,Pure,DLR002,GB,27990,PCP,,website
SL002863,2025-11-03,DEEPAL S07,Pure,DLR016,GB,27990,PCP,,event
SL002864,2025-11-03,DEEPAL S07,Design,DLR002,GB,31990,PCP,,event
SL002865,2025-11-03,DEEPAL S07,Intelligence,DLR026,DE,35990,cash,,event
SL002866,2025-11-03,AVATR 11,Executive Plus,DLR045,GB,69990,HP,,event
SL002867,2025-11-03,DEEPAL S07,Pure,DLR011,GB,27990,HP,,event
SL002868,2025-11-03,DEEPAL S07,Pure,DLR050,GB,27990,HP,LD002003,test_drive
SL002869,2025-11-03,AVATR 12,Performance,DLR026,GB,64990,cash,,event
SL002870,2025-11-03,AVATR 11,Executive,DLR025,GB,59990,HP,,referral
SL002871,2025-11-03,DEEPAL S07,Pure,DLR036,GB,27990,PCP,LD007084,test_drive
SL002872,2025-11-03,DEEPAL S07,Pure,DLR049,DE,27990,PCP,,website
SL002873,2025-11-03,DEEPAL S07,Design,DLR006,DE,31990,PCP,,dealer_walkin
SL002874,2025-11-03,DEEPAL S07,Design,DLR001,DE,31990,PCP,,dealer_walkin
SL002875,2025-11-03,DEEPAL S07,Design,DLR030,FR,31990,PCP,,website
SL002876,2025-11-03,DEEPAL S07,Design,DLR043,GB,31990,lease,,dealer_walkin
SL002877,2025-11-03,DEEPAL S07,Intelligence,DLR036,GB,35990,PCP,,referral
SL002878,2025-11-03,DEEPAL S07,Pure,DLR007,DE,27990,lease,,website
SL002879,2025-11-03,AVATR 11,Executive Plus,DLR037,DE,69990,PCP,,referral
SL002880,2025-11-03,DEEPAL S07,Design,DLR002,GB,31990,HP,LD006833,test_drive
SL002881,2025-11-03,DEEPAL S07,Design,DLR044,GB,31990,lease,,dealer_walkin
SL002882,2025-11-03,DEEPAL S07,Design,DLR033,DE,31990,lease,,event
SL002883,2025-11-03,DEEPAL S07,Intelligence,DLR043,DE,35990,PCP,,dealer_walkin
SL002884,2025-11-03,DEEPAL S07,Intelligence,DLR040,GB,35990,PCP,,event
SL002885,2025-11-03,AVATR 11,Executive,DLR044,GB,59990,PCP,,event
SL002886,2025-11-03,DEEPAL S07,Design,DLR001,GB,31990,HP,,website
