date,insertion_order,line_item_name,line_item_id,market,model,creative_size,exchange,impressions,clicks,ctr,cpm,spend,viewable_impressions,viewability_rate,video_completions,video_completion_rate
2025-09-23,IO3152,DV360_GB_AVATR12_CTX_ROS_20250923,DV53089,GB,AVATR 12,160x600,PubMatic,3173,19,0.005988,3.8,12.07,2788,0.8789,944,0.2975
2025-09-23,IO4617,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250923,DV36944,GB,DEEPAL S07,160x600,Xandr,22617,217,0.009595,6.07,137.27,16370,0.7238,0,0.0
2025-09-23,IO9472,DV360_GB_AVATR12_RTG_FLEET_MANAGERS_20250923,DV13815,GB,AVATR 12,320x50,OpenX,69630,829,0.011906,4.78,332.97,61889,0.8888,0,0.0
2025-09-23,IO5149,DV360_GB_S07_CTX_ROS_20250923,DV43894,GB,DEEPAL S07,970x250,Xandr,563971,4674,0.008288,2.13,1202.79,467936,0.8297,85554,0.1517
2025-09-23,IO2970,DV360_GB_AVATR12_PROSP_EV_INTENDERS_20250923,DV78184,GB,AVATR 12,970x250,Index Exchange,1172238,8567,0.007308,2.58,3020.55,960313,0.8192,278383,0.2375
2025-09-23,IO8414,DV360_GB_S07_RTG_CONQUEST_BMW_20250923,DV52408,GB,DEEPAL S07,970x250,PubMatic,2470,9,0.003644,7.67,18.95,2219,0.8987,0,0.0
2025-09-23,IO5575,DV360_GB_AVATR12_CTX_ROS_20250923,DV92695,GB,AVATR 12,160x600,Google AdX,120671,901,0.007467,3.49,421.64,105946,0.878,0,0.0
2025-09-23,IO9531,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250923,DV84951,GB,DEEPAL S07,728x90,OpenX,390473,4486,0.011489,3.17,1237.29,291076,0.7454,94323,0.2416
2025-09-23,IO7177,DV360_GB_AVATR12_RTG_CONQUEST_TESLA_20250923,DV38561,GB,AVATR 12,320x50,Index Exchange,34128,177,0.005186,6.82,232.82,25735,0.7541,7217,0.2115
2025-09-24,IO7826,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250924,DV90907,GB,DEEPAL S07,300x250,Xandr,63036,712,0.011295,3.89,244.95,52300,0.8297,0,0.0
2025-09-24,IO2222,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250924,DV47949,GB,AVATR 12,160x600,Xandr,42891,360,0.008393,4.39,188.46,31771,0.7408,6190,0.1443
2025-09-24,IO4187,DV360_GB_S07_CTX_ROS_20250924,DV30590,GB,DEEPAL S07,320x50,Xandr,121601,1297,0.010666,3.49,424.07,109477,0.9003,15384,0.1265
2025-09-24,IO4019,DV360_GB_AVATR12_PROSP_ECO_CONSCIOUS_20250924,DV77073,GB,AVATR 12,728x90,Xandr,189934,2245,0.01182,3.98,756.06,147733,0.7778,0,0.0
2025-09-24,IO9701,DV360_GB_S07_RTG_EV_INTENDERS_20250924,DV50934,GB,DEEPAL S07,160x600,Xandr,28108,226,0.00804,6.56,184.3,21797,0.7755,3166,0.1126
2025-09-24,IO7217,DV360_GB_AVATR12_CTX_ROS_20250924,DV81682,GB,AVATR 12,320x50,Google AdX,83915,669,0.007972,7.53,632.11,76562,0.9124,12921,0.154
2025-09-24,IO4408,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250924,DV82153,GB,DEEPAL S07,728x90,Xandr,94446,766,0.00811,3.98,376.17,75736,0.8019,0,0.0
2025-09-24,IO2761,DV360_GB_AVATR12_RTG_TECH_ENTHUSIASTS_20250924,DV86433,GB,AVATR 12,320x50,Xandr,54166,619,0.011428,7.61,411.96,45157,0.8337,0,0.0
2025-09-24,IO8523,DV360_GB_S07_CTX_ROS_20250924,DV61043,GB,DEEPAL S07,300x250,PubMatic,26536,114,0.004296,6.87,182.2,24041,0.906,0,0.0
2025-09-24,IO3189,DV360_GB_AVATR12_PROSP_ECO_CONSCIOUS_20250924,DV89003,GB,AVATR 12,728x90,PubMatic,313960,1529,0.00487,5.27,1653.88,221854,0.7066,0,0.0
2025-09-24,IO6204,DV360_GB_S07_RTG_LUXURY_LIFESTYLE_20250924,DV37427,GB,DEEPAL S07,970x250,OpenX,608593,7249,0.011911,2.32,1414.34,427353,0.7022,0,0.0
2025-09-24,IO1938,DV360_GB_AVATR12_CTX_ROS_20250924,DV16989,GB,AVATR 12,160x600,Google AdX,331131,2001,0.006043,2.43,806.18,257336,0.7771,38587,0.1165
2025-09-24,IO5992,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250924,DV21776,GB,DEEPAL S07,970x250,PubMatic,46075,383,0.008313,5.44,250.79,34285,0.7441,10662,0.2314
2025-09-24,IO6647,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250924,DV22024,GB,AVATR 12,320x50,Index Exchange,509801,2874,0.005637,5.61,2860.08,394462,0.7738,130417,0.2558
2025-09-24,IO5569,DV360_GB_S07_CTX_ROS_20250924,DV69331,GB,DEEPAL S07,160x600,Index Exchange,234153,1262,0.00539,4.22,987.39,189259,0.8083,58217,0.2486
2025-09-24,IO8969,DV360_GB_AVATR12_PROSP_CONQUEST_AUDI_20250924,DV54844,GB,AVATR 12,300x250,PubMatic,155565,1544,0.009925,4.55,707.12,140721,0.9046,29316,0.1884
2025-09-24,IO1901,DV360_GB_S07_RTG_YOUNG_PROFESSIONALS_20250924,DV76013,GB,DEEPAL S07,970x250,PubMatic,87196,511,0.00586,7.58,661.23,73606,0.8441,10657,0.1222
2025-09-24,IO5222,DV360_GB_AVATR12_CTX_ROS_20250924,DV76210,GB,AVATR 12,300x250,PubMatic,26361,104,0.003945,3.09,81.42,20802,0.7891,0,0.0
2025-09-24,IO9912,DV360_GB_S07_PROSP_FLEET_MANAGERS_20250924,DV45691,GB,DEEPAL S07,300x250,Xandr,89333,336,0.003761,4.13,368.54,80038,0.896,0,0.0
2025-09-24,IO2735,DV360_GB_AVATR12_RTG_SITE_VISITORS_20250924,DV13644,GB,AVATR 12,728x90,OpenX,87281,1008,0.011549,2.16,188.95,74444,0.8529,0,0.0
2025-09-25,IO2653,DV360_GB_S07_PROSP_SITE_VISITORS_20250925,DV21511,GB,DEEPAL S07,970x250,PubMatic,134515,1496,0.011121,6.24,839.79,111845,0.8315,0,0.0
2025-09-25,IO5006,DV360_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250925,DV35905,GB,AVATR 12,728x90,OpenX,39074,184,0.004709,5.59,218.39,31793,0.8137,0,0.0
2025-09-25,IO6342,DV360_GB_S07_CTX_ROS_20250925,DV30619,GB,DEEPAL S07,970x250,OpenX,21679,149,0.006873,7.61,164.96,15757,0.7269,2538,0.1171
2025-09-25,IO7097,DV360_GB_AVATR12_PROSP_FLEET_MANAGERS_20250925,DV77376,GB,AVATR 12,728x90,Google AdX,85843,280,0.003262,6.38,547.78,67392,0.7851,0,0.0
2025-09-25,IO3721,DV360_GB_S07_RTG_YOUNG_PROFESSIONALS_20250925,DV45709,GB,DEEPAL S07,320x50,Xandr,88690,573,0.006461,5.81,514.97,63903,0.7205,12594,0.142
2025-09-25,IO6361,DV360_GB_AVATR12_CTX_ROS_20250925,DV56123,GB,AVATR 12,970x250,Index Exchange,1118920,6795,0.006073,2.22,2487.3,806264,0.7206,293205,0.262
2025-09-25,IO3783,DV360_GB_S07_PROSP_CONFIGURATOR_USERS_20250925,DV15206,GB,DEEPAL S07,728x90,PubMatic,41362,348,0.008414,2.94,121.67,37959,0.9178,0,0.0
2025-09-25,IO4112,DV360_GB_AVATR12_RTG_LUXURY_LIFESTYLE_20250925,DV22245,GB,AVATR 12,970x250,OpenX,96867,641,0.006617,3.82,369.9,81960,0.8461,0,0.0
2025-09-25,IO5431,DV360_GB_S07_CTX_ROS_20250925,DV74779,GB,DEEPAL S07,300x250,PubMatic,38751,183,0.004722,3.23,125.15,35029,0.904,4231,0.1092
2025-09-25,IO9142,DV360_GB_AVATR12_PROSP_FLEET_MANAGERS_20250925,DV21602,GB,AVATR 12,160x600,Google AdX,675011,2993,0.004434,2.03,1369.26,597180,0.8847,0,0.0
2025-09-25,IO1211,DV360_GB_S07_RTG_CONQUEST_TESLA_20250925,DV97705,GB,DEEPAL S07,320x50,PubMatic,17561,86,0.004897,7.63,133.91,15899,0.9054,0,0.0
2025-09-25,IO9769,DV360_GB_AVATR12_CTX_ROS_20250925,DV79771,GB,AVATR 12,970x250,Google AdX,147330,1043,0.007079,3.9,574.96,105833,0.7183,0,0.0
2025-09-25,IO9695,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250925,DV25919,GB,DEEPAL S07,300x250,Google AdX,179662,1157,0.00644,7.7,1382.91,134360,0.7479,20739,0.1154
2025-09-25,IO1889,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250925,DV47685,GB,AVATR 12,728x90,Xandr,219094,1527,0.00697,4.72,1034.57,172874,0.789,34319,0.1566
2025-09-25,IO8779,DV360_GB_S07_CTX_ROS_20250925,DV41846,GB,DEEPAL S07,160x600,Index Exchange,60837,200,0.003287,4.76,289.35,52918,0.8698,0,0.0
2025-09-25,IO6451,DV360_GB_AVATR12_PROSP_CONQUEST_TESLA_20250925,DV26695,GB,AVATR 12,160x600,Index Exchange,86980,927,0.010658,7.65,665.33,78556,0.9032,0,0.0
2025-09-25,IO7093,DV360_GB_S07_RTG_EV_INTENDERS_20250925,DV55708,GB,DEEPAL S07,320x50,OpenX,18573,133,0.007161,6.61,122.72,14234,0.7664,5563,0.2995
2025-09-25,IO6136,DV360_GB_AVATR12_CTX_ROS_20250925,DV54547,GB,AVATR 12,300x250,Google AdX,93105,979,0.010515,4.43,412.84,70183,0.7538,0,0.0
2025-09-25,IO1729,DV360_GB_S07_PROSP_EV_INTENDERS_20250925,DV59199,GB,DEEPAL S07,320x50,Index Exchange,1435,10,0.006969,3.33,4.78,1069,0.745,213,0.1484
2025-09-25,IO7112,DV360_GB_AVATR12_RTG_LUXURY_LIFESTYLE_20250925,DV26697,GB,AVATR 12,970x250,OpenX,323064,3568,0.011044,2.24,724.35,288193,0.8921,0,0.0
2025-09-26,IO1230,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250926,DV57532,GB,DEEPAL S07,970x250,Index Exchange,216944,1504,0.006933,4.14,899.02,197952,0.9125,32356,0.1491
2025-09-26,IO7986,DV360_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250926,DV58497,GB,AVATR 12,160x600,OpenX,792,4,0.005051,4.14,3.28,710,0.8966,92,0.1162
2025-09-26,IO8339,DV360_GB_S07_CTX_ROS_20250926,DV95077,GB,DEEPAL S07,320x50,Google AdX,50018,552,0.011036,7.6,380.35,35292,0.7056,0,0.0
2025-09-26,IO6364,DV360_GB_AVATR12_PROSP_CONQUEST_BMW_20250926,DV19244,GB,AVATR 12,300x250,Index Exchange,1759,7,0.00398,7.49,13.18,1436,0.8169,176,0.1001
2025-09-26,IO8167,DV360_GB_S07_RTG_TECH_ENTHUSIASTS_20250926,DV76285,GB,DEEPAL S07,728x90,OpenX,11893,85,0.007147,2.94,34.93,10017,0.8423,1589,0.1336
2025-09-26,IO3615,DV360_GB_AVATR12_CTX_ROS_20250926,DV36416,GB,AVATR 12,160x600,OpenX,1764,16,0.00907,4.02,7.1,1370,0.777,0,0.0
2025-09-26,IO5541,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250926,DV14187,GB,DEEPAL S07,970x250,Google AdX,655897,4681,0.007137,2.12,1388.5,470789,0.7178,92435,0.1409
2025-09-26,IO3900,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250926,DV32376,GB,AVATR 12,970x250,Xandr,8994,71,0.007894,4.52,40.65,7045,0.7833,1905,0.2118
2025-09-26,IO1308,DV360_GB_S07_CTX_ROS_20250926,DV20078,GB,DEEPAL S07,160x600,OpenX,105732,561,0.005306,7.48,790.43,85439,0.8081,20088,0.19
2025-09-26,IO3442,DV360_GB_AVATR12_PROSP_CONQUEST_TESLA_20250926,DV94215,GB,AVATR 12,320x50,Index Exchange,286245,1426,0.004982,2.03,579.92,208599,0.7287,41133,0.1437
2025-09-26,IO8250,DV360_GB_S07_RTG_FLEET_MANAGERS_20250926,DV96102,GB,DEEPAL S07,970x250,Index Exchange,82196,320,0.003893,6.33,520.3,74841,0.9105,0,0.0
2025-09-26,IO3049,DV360_GB_AVATR12_CTX_ROS_20250926,DV67802,GB,AVATR 12,320x50,OpenX,314981,1473,0.004676,2.28,719.18,220714,0.7007,0,0.0
2025-09-26,IO7675,DV360_GB_S07_PROSP_LOOKALIKE_CONVERTERS_20250926,DV28059,GB,DEEPAL S07,300x250,Google AdX,42880,448,0.010448,4.33,185.83,35430,0.8263,9325,0.2175
2025-09-26,IO2738,DV360_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250926,DV10532,GB,AVATR 12,728x90,Index Exchange,268016,960,0.003582,7.57,2029.3,217371,0.811,0,0.0
2025-09-26,IO8387,DV360_GB_S07_CTX_ROS_20250926,DV92385,GB,DEEPAL S07,320x50,Xandr,163072,950,0.005826,2.37,386.1,142030,0.871,0,0.0
2025-09-26,IO7804,DV360_GB_AVATR12_PROSP_YOUNG_PROFESSIONALS_20250926,DV16107,GB,AVATR 12,728x90,OpenX,402474,2156,0.005357,2.77,1115.73,357039,0.8871,68146,0.1693
2025-09-26,IO5585,DV360_GB_S07_RTG_TECH_ENTHUSIASTS_20250926,DV49667,GB,DEEPAL S07,970x250,OpenX,247415,2060,0.008326,6.5,1608.71,224394,0.907,63634,0.2572
2025-09-26,IO4303,DV360_GB_AVATR12_CTX_ROS_20250926,DV51917,GB,AVATR 12,728x90,Xandr,51617,256,0.00496,6.63,342.32,42542,0.8242,11323,0.2194
2025-09-26,IO2429,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250926,DV11534,GB,DEEPAL S07,728x90,Xandr,344597,1636,0.004748,2.16,743.56,254301,0.738,0,0.0
2025-09-26,IO1206,DV360_GB_AVATR12_RTG_CONQUEST_AUDI_20250926,DV99641,GB,AVATR 12,300x250,Index Exchange,62258,410,0.006585,7.14,444.66,53970,0.8669,0,0.0
2025-09-27,IO9643,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250927,DV63188,GB,DEEPAL S07,320x50,Xandr,82,1,0.012195,6.81,0.56,70,0.8658,21,0.2561
2025-09-27,IO4063,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250927,DV28507,GB,AVATR 12,300x250,Google AdX,74929,443,0.005912,7.55,565.57,53625,0.7157,21542,0.2875
2025-09-27,IO1704,DV360_GB_S07_CTX_ROS_20250927,DV96674,GB,DEEPAL S07,160x600,Google AdX,576,5,0.008681,3.06,1.77,409,0.7115,0,0.0
2025-09-27,IO3890,DV360_GB_AVATR12_PROSP_FLEET_MANAGERS_20250927,DV74633,GB,AVATR 12,300x250,OpenX,102538,878,0.008563,5.87,602.03,76738,0.7484,0,0.0
2025-09-27,IO5499,DV360_GB_S07_RTG_FLEET_MANAGERS_20250927,DV39712,GB,DEEPAL S07,160x600,Google AdX,10757,37,0.00344,4.49,48.25,9781,0.9093,0,0.0
2025-09-27,IO1004,DV360_GB_AVATR12_CTX_ROS_20250927,DV18668,GB,AVATR 12,300x250,OpenX,78118,416,0.005325,4.83,377.23,56400,0.722,0,0.0
2025-09-27,IO4886,DV360_GB_S07_PROSP_ECO_CONSCIOUS_20250927,DV29829,GB,DEEPAL S07,160x600,Xandr,18961,81,0.004272,4.12,78.06,14352,0.7569,0,0.0
2025-09-27,IO7090,DV360_GB_AVATR12_RTG_YOUNG_PROFESSIONALS_20250927,DV30734,GB,AVATR 12,320x50,Google AdX,40338,176,0.004363,6.12,246.78,33290,0.8253,8568,0.2124
2025-09-27,IO4735,DV360_GB_S07_CTX_ROS_20250927,DV12371,GB,DEEPAL S07,300x250,PubMatic,84362,945,0.011202,7.2,607.25,64066,0.7594,9980,0.1183
2025-09-27,IO8773,DV360_GB_AVATR12_PROSP_CONQUEST_BMW_20250927,DV82871,GB,AVATR 12,320x50,PubMatic,204249,2221,0.010874,3.75,766.73,169521,0.83,24030,0.1177
2025-09-27,IO5206,DV360_GB_S07_RTG_PREMIUM_AUTO_20250927,DV28823,GB,DEEPAL S07,970x250,Index Exchange,15202,56,0.003684,6.71,102.0,11270,0.7414,1999,0.1315
2025-09-27,IO6125,DV360_GB_AVATR12_CTX_ROS_20250927,DV25218,GB,AVATR 12,728x90,PubMatic,567869,6211,0.010937,3.01,1708.68,418076,0.7362,58216,0.1025
2025-09-27,IO6961,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250927,DV41307,GB,DEEPAL S07,728x90,Xandr,180230,1713,0.009505,6.6,1190.22,163597,0.9077,33178,0.1841
2025-09-27,IO7326,DV360_GB_AVATR12_RTG_LOOKALIKE_CONVERTERS_20250927,DV93751,GB,AVATR 12,160x600,Google AdX,199757,1496,0.007489,3.01,600.28,142423,0.713,49483,0.2477
2025-09-27,IO4687,DV360_GB_S07_CTX_ROS_20250927,DV63844,GB,DEEPAL S07,728x90,Xandr,225726,2517,0.011151,3.14,708.93,171759,0.7609,31733,0.1406
2025-09-27,IO5649,DV360_GB_AVATR12_PROSP_EV_INTENDERS_20250927,DV86531,GB,AVATR 12,300x250,OpenX,100112,417,0.004165,6.51,651.47,81434,0.8134,27090,0.2706
2025-09-27,IO2214,DV360_GB_S07_RTG_SITE_VISITORS_20250927,DV90872,GB,DEEPAL S07,320x50,OpenX,6825,68,0.009963,7.19,49.09,5520,0.8089,0,0.0
2025-09-27,IO6381,DV360_GB_AVATR12_CTX_ROS_20250927,DV86039,GB,AVATR 12,728x90,Google AdX,7959,70,0.008795,2.76,21.95,6593,0.8284,0,0.0
2025-09-27,IO4098,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250927,DV70956,GB,DEEPAL S07,970x250,OpenX,21153,162,0.007658,2.93,61.89,16393,0.775,0,0.0
2025-09-27,IO1486,DV360_GB_AVATR12_RTG_SITE_VISITORS_20250927,DV73546,GB,AVATR 12,160x600,PubMatic,5944,58,0.009758,5.21,30.99,4234,0.7124,1777,0.299
2025-09-28,IO2221,DV360_GB_S07_PROSP_YOUNG_PROFESSIONALS_20250928,DV80246,GB,DEEPAL S07,728x90,Google AdX,243783,1814,0.007441,2.5,610.24,188524,0.7733,0,0.0
2025-09-28,IO7225,DV360_GB_AVATR12_RTG_EV_INTENDERS_20250928,DV47442,GB,AVATR 12,160x600,PubMatic,76832,334,0.004347,7.92,608.65,54131,0.7045,0,0.0
2025-09-28,IO1160,DV360_GB_S07_CTX_ROS_20250928,DV27552,GB,DEEPAL S07,728x90,Index Exchange,204682,1430,0.006986,7.62,1559.37,182016,0.8893,23118,0.1129
2025-09-28,IO1376,DV360_GB_AVATR12_PROSP_SITE_VISITORS_20250928,DV22215,GB,AVATR 12,300x250,Index Exchange,156608,797,0.005089,2.44,382.49,111146,0.7097,0,0.0
2025-09-28,IO3190,DV360_GB_S07_RTG_LUXURY_LIFESTYLE_20250928,DV66122,GB,DEEPAL S07,160x600,Xandr,91015,762,0.008372,3.66,333.05,83461,0.917,0,0.0
2025-09-28,IO1928,DV360_GB_AVATR12_CTX_ROS_20250928,DV39705,GB,AVATR 12,320x50,Index Exchange,82629,515,0.006233,3.1,256.48,72733,0.8802,15324,0.1855
2025-09-28,IO7293,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250928,DV67398,GB,DEEPAL S07,320x50,PubMatic,130662,727,0.005564,4.28,558.95,100725,0.7709,26422,0.2022
2025-09-28,IO2656,DV360_GB_AVATR12_RTG_CONQUEST_AUDI_20250928,DV18217,GB,AVATR 12,970x250,OpenX,7776,62,0.007973,4.28,33.27,6044,0.7774,0,0.0
2025-09-28,IO2749,DV360_GB_S07_CTX_ROS_20250928,DV92441,GB,DEEPAL S07,300x250,OpenX,205807,2062,0.010019,3.47,714.51,147899,0.7186,30843,0.1499
2025-09-28,IO7862,DV360_GB_AVATR12_PROSP_ECO_CONSCIOUS_20250928,DV41935,GB,AVATR 12,300x250,Xandr,34827,367,0.010538,6.51,226.86,29244,0.8397,0,0.0
2025-09-28,IO7257,DV360_GB_S07_RTG_PREMIUM_AUTO_20250928,DV81171,GB,DEEPAL S07,300x250,Xandr,31750,324,0.010205,7.09,225.0,25746,0.8109,0,0.0
2025-09-28,IO6887,DV360_GB_AVATR12_CTX_ROS_20250928,DV44767,GB,AVATR 12,320x50,PubMatic,106160,918,0.008647,6.81,722.49,81453,0.7673,22708,0.2139
2025-09-28,IO7815,DV360_GB_S07_PROSP_SITE_VISITORS_20250928,DV44783,GB,DEEPAL S07,970x250,PubMatic,86828,818,0.009421,3.89,338.17,63404,0.7302,21084,0.2428
2025-09-28,IO8954,DV360_GB_AVATR12_RTG_SITE_VISITORS_20250928,DV32476,GB,AVATR 12,970x250,OpenX,190352,1712,0.008994,4.18,794.98,134712,0.7077,26711,0.1403
2025-09-28,IO9189,DV360_GB_S07_CTX_ROS_20250928,DV41704,GB,DEEPAL S07,300x250,PubMatic,75099,571,0.007603,4.93,370.05,64857,0.8636,0,0.0
2025-09-28,IO1349,DV360_GB_AVATR12_PROSP_CONQUEST_TESLA_20250928,DV20084,GB,AVATR 12,970x250,Xandr,176556,910,0.005154,3.81,672.0,151738,0.8594,31193,0.1767
2025-09-28,IO4351,DV360_GB_S07_RTG_ECO_CONSCIOUS_20250928,DV78881,GB,DEEPAL S07,728x90,Xandr,36789,416,0.011308,4.35,160.09,27685,0.7526,5209,0.1416
2025-09-28,IO2179,DV360_GB_AVATR12_CTX_ROS_20250928,DV10618,GB,AVATR 12,320x50,Index Exchange,9232,74,0.008016,6.5,60.02,8139,0.8816,0,0.0
2025-09-28,IO8001,DV360_GB_S07_PROSP_CONQUEST_AUDI_20250928,DV31465,GB,DEEPAL S07,970x250,Index Exchange,6044,68,0.011251,7.98,48.21,4772,0.7896,792,0.131
2025-09-28,IO7097,DV360_GB_AVATR12_RTG_CONFIGURATOR_USERS_20250928,DV33234,GB,AVATR 12,728x90,Xandr,157001,644,0.004102,6.39,1002.66,114824,0.7314,0,0.0
2025-09-29,IO1630,DV360_GB_S07_PROSP_EV_INTENDERS_20250929,DV51234,GB,DEEPAL S07,728x90,PubMatic,28557,317,0.011101,6.97,199.17,20827,0.7293,0,0.0
2025-09-29,IO1294,DV360_GB_AVATR12_RTG_FLEET_MANAGERS_20250929,DV46800,GB,AVATR 12,970x250,PubMatic,23707,197,0.00831,5.81,137.77,20416,0.8612,0,0.0
2025-09-29,IO1310,DV360_GB_S07_CTX_ROS_20250929,DV95571,GB,DEEPAL S07,160x600,Xandr,152852,954,0.006241,5.01,765.99,135922,0.8892,0,0.0
2025-09-29,IO7353,DV360_GB_AVATR12_PROSP_ENGAGED_VIEWERS_20250929,DV27228,GB,AVATR 12,300x250,Xandr,20082,126,0.006274,5.89,118.23,16884,0.8408,0,0.0
2025-09-29,IO3694,DV360_GB_S07_RTG_FLEET_MANAGERS_20250929,DV84854,GB,DEEPAL S07,320x50,PubMatic,31850,277,0.008697,4.96,157.97,28929,0.9083,5998,0.1883
2025-09-29,IO5195,DV360_GB_AVATR12_CTX_ROS_20250929,DV69604,GB,AVATR 12,728x90,Google AdX,54472,457,0.00839,5.62,306.26,41961,0.7703,8098,0.1487
2025-09-29,IO8588,DV360_GB_S07_PROSP_SITE_VISITORS_20250929,DV86872,GB,DEEPAL S07,300x250,Index Exchange,3792,30,0.007911,5.59,21.18,2800,0.7385,699,0.1843
2025-09-29,IO9842,DV360_GB_AVATR12_RTG_PREMIUM_AUTO_20250929,DV72763,GB,AVATR 12,970x250,OpenX,309505,1088,0.003515,3.72,1150.04,229886,0.7428,0,0.0
2025-09-29,IO3035,DV360_GB_S07_CTX_ROS_20250929,DV28920,GB,DEEPAL S07,160x600,Index Exchange,40989,424,0.010344,3.37,138.3,35546,0.8672,0,0.0
2025-09-29,IO3686,DV360_GB_AVATR12_PROSP_TECH_ENTHUSIASTS_20250929,DV36068,GB,AVATR 12,970x250,OpenX,4561,33,0.007235,6.83,31.18,4148,0.9095,1139,0.2497
2025-09-29,IO5336,DV360_GB_S07_RTG_ENGAGED_VIEWERS_20250929,DV38879,GB,DEEPAL S07,300x250,Google AdX,101554,385,0.003791,5.38,546.44,79547,0.7833,0,0.0
2025-09-29,IO4259,DV360_GB_AVATR12_CTX_ROS_20250929,DV40318,GB,AVATR 12,160x600,PubMatic,93380,511,0.005472,4.87,454.57,78813,0.844,15684,0.168
2025-09-29,IO7728,DV360_GB_S07_PROSP_TECH_ENTHUSIASTS_20250929,DV97079,GB,DEEPAL S07,970x250,Index Exchange,344225,2350,0.006827,4.65,1601.64,268420,0.7798,34682,0.1008
2025-09-29,IO7458,DV360_GB_AVATR12_RTG_LUXURY_LIFESTYLE_20250929,DV29242,GB,AVATR 12,320x50,Google AdX,76448,396,0.00518,3.84,293.78,55445,0.7253,7946,0.1039
2025-09-29,IO9020,DV360_GB_S07_CTX_ROS_20250929,DV72821,GB,DEEPAL S07,728x90,PubMatic,586661,4118,0.007019,3.84,2251.15,519193,0.885,0,0.0
2025-09-29,IO3529,DV360_GB_AVATR12_PROSP_PREMIUM_AUTO_20250929,DV55826,GB,AVATR 12,728x90,Index Exchange,77138,584,0.007571,4.06,313.26,67361,0.8733,0,0.0
2025-09-29,IO7753,DV360_GB_S07_RTG_CONQUEST_BMW_20250929,DV49198,GB,DEEPAL S07,320x50,Index Exchange,220464,674,0.003057,3.43,755.58,185702,0.8423,0,0.0
2025-09-29,IO8659,DV360_GB_AVATR12_CTX_ROS_20250929,DV13048,GB,AVATR 12,320x50,OpenX,75652,590,0.007799,6.13,463.61,64593,0.8538,0,0.0
2025-09-29,IO4027,DV360_GB_S07_PROSP_CONQUEST_TESLA_20250929,DV51794,GB,DEEPAL S07,728x90,Index Exchange,9590,34,0.003545,7.8,74.83,6747,0.7036,2211,0.2306
2025-09-29,IO5541,DV360_GB_AVATR12_RTG_FLEET_MANAGERS_20250929,DV42519,GB,AVATR 12,728x90,PubMatic,202470,2091,0.010327,4.37,884.94,167078,0.8252,0,0.0
2025-09-30,IO6613,DV360_GB_S07_PROSP_FAMILY_BUYERS_20250930,DV43812,GB,DEEPAL S07,300x250,Xandr,85247,426,0.004997,7.47,636.69,67978,0.7974,19271,0.2261
2025-09-30,IO5101,DV360_GB_AVATR12_RTG_TECH_ENTHUSIASTS_20250930,DV92844,GB,AVATR 12,320x50,PubMatic,149148,1490,0.00999,5.01,746.65,123965,0.8312,17156,0.115
2025-09-30,IO4533,DV360_GB_S07_CTX_ROS_20250930,DV48432,GB,DEEPAL S07,320x50,OpenX,195876,1510,0.007709,6.68,1308.15,161817,0.8261,0,0.0
2025-09-30,IO5077,DV360_GB_AVATR12_PROSP_EV_INTENDERS_20250930,DV59146,GB,AVATR 12,160x600,Google AdX,207652,2390,0.01151,3.77,781.85,173943,0.8377,23435,0.1129
2025-09-30,IO1541,DV360_GB_S07_RTG_LOOKALIKE_CONVERTERS_20250930,DV41071,GB,DEEPAL S07,970x250,Index Exchange,46430,493,0.010618,3.9,181.21,35913,0.7735,0,0.0
2025-09-30,IO7827,DV360_GB_AVATR12_CTX_ROS_20250930,DV25751,GB,AVATR 12,300x250,Google AdX,10148,71,0.006996,3.41,34.62,9153,0.902,1097,0.1081
2025-09-30,IO8143,DV360_GB_S07_PROSP_ENGAGED_VIEWERS_20250930,DV31650,GB,DEEPAL S07,300x250,OpenX,162432,956,0.005886,7.74,1257.77,127865,0.7872,0,0.0
2025-09-30,IO1421,DV360_GB_AVATR12_RTG_EV_INTENDERS_20250930,DV24068,GB,AVATR 12,160x600,Index Exchange,264349,1447,0.005474,4.23,1119.17,222810,0.8429,0,0.0
